  -1.8896044e+02	             NaN	             NaN	             NaN	
  -1.8741637e+02	             NaN	             NaN	             NaN	
  -1.8587230e+02	             NaN	             NaN	             NaN	
  -1.8432822e+02	             NaN	             NaN	             NaN	
  -1.8278414e+02	             NaN	             NaN	             NaN	
  -1.8124005e+02	             NaN	             NaN	             NaN	
  -1.7969596e+02	             NaN	             NaN	             NaN	
  -1.7815187e+02	             NaN	             NaN	             NaN	
  -1.7660777e+02	             NaN	             NaN	             NaN	
  -1.7506367e+02	             NaN	             NaN	             NaN	
  -1.7351956e+02	             NaN	             NaN	             NaN	
  -1.7197545e+02	             NaN	             NaN	             NaN	
  -1.7043133e+02	             NaN	             NaN	             NaN	
  -1.6888721e+02	             NaN	             NaN	             NaN	
  -1.6734309e+02	             NaN	             NaN	             NaN	
  -1.6579896e+02	             NaN	             NaN	             NaN	
  -1.6425483e+02	             NaN	             NaN	             NaN	
  -1.6271069e+02	             NaN	             NaN	             NaN	
  -1.6116655e+02	             NaN	             NaN	             NaN	
  -1.5962241e+02	             NaN	             NaN	             NaN	
  -1.5807826e+02	             NaN	             NaN	             NaN	
  -1.5653410e+02	             NaN	             NaN	             NaN	
  -1.5498995e+02	             NaN	             NaN	             NaN	
  -1.5344579e+02	             NaN	             NaN	             NaN	
  -1.5190162e+02	             NaN	             NaN	             NaN	
  -1.5035746e+02	             NaN	             NaN	             NaN	
  -1.4881328e+02	             NaN	             NaN	             NaN	
  -1.4726911e+02	             NaN	             NaN	             NaN	
  -1.4572493e+02	             NaN	             NaN	             NaN	
  -1.4418075e+02	             NaN	             NaN	             NaN	
  -1.4263656e+02	             NaN	             NaN	             NaN	
  -1.4109237e+02	             NaN	             NaN	             NaN	
  -1.3954818e+02	             NaN	             NaN	             NaN	
  -1.3800398e+02	             NaN	             NaN	             NaN	
  -1.3645978e+02	             NaN	             NaN	             NaN	
  -1.3491557e+02	             NaN	             NaN	             NaN	
  -1.3337136e+02	             NaN	             NaN	             NaN	
  -1.3182715e+02	             NaN	             NaN	             NaN	
  -1.3028294e+02	             NaN	             NaN	             NaN	
  -1.2873872e+02	             NaN	             NaN	             NaN	
  -1.2719450e+02	             NaN	             NaN	             NaN	
  -1.2565027e+02	             NaN	             NaN	             NaN	
  -1.2410604e+02	             NaN	             NaN	             NaN	
  -1.2256181e+02	             NaN	             NaN	             NaN	
  -1.2101758e+02	             NaN	             NaN	             NaN	
  -1.1947334e+02	             NaN	             NaN	             NaN	
  -1.1792910e+02	             NaN	             NaN	             NaN	
  -1.1638485e+02	             NaN	             NaN	             NaN	
  -1.1484060e+02	             NaN	             NaN	             NaN	
  -1.1329635e+02	             NaN	             NaN	             NaN	
  -1.1175210e+02	             NaN	             NaN	             NaN	
  -1.1020784e+02	             NaN	             NaN	             NaN	
  -1.0866358e+02	             NaN	             NaN	             NaN	
  -1.0711932e+02	             NaN	             NaN	             NaN	
  -1.0557505e+02	             NaN	             NaN	             NaN	
  -1.0403078e+02	             NaN	             NaN	             NaN	
  -1.0248651e+02	             NaN	             NaN	             NaN	
  -1.0094223e+02	             NaN	             NaN	             NaN	
  -9.9397953e+01	             NaN	             NaN	             NaN	
  -9.7853672e+01	             NaN	             NaN	             NaN	
  -9.6309389e+01	             NaN	             NaN	             NaN	
  -9.4765102e+01	             NaN	             NaN	             NaN	
  -9.3220813e+01	             NaN	             NaN	             NaN	
  -9.1676520e+01	             NaN	             NaN	             NaN	
  -9.0132226e+01	             NaN	             NaN	             NaN	
  -8.8587928e+01	             NaN	             NaN	             NaN	
  -8.7043628e+01	             NaN	             NaN	             NaN	
  -8.5499325e+01	             NaN	             NaN	             NaN	
  -8.3955020e+01	             NaN	             NaN	             NaN	
  -8.2410712e+01	             NaN	             NaN	             NaN	
  -8.0866402e+01	             NaN	             NaN	             NaN	
  -7.9322089e+01	             NaN	             NaN	             NaN	
  -7.7777774e+01	             NaN	             NaN	             NaN	
  -7.6233456e+01	             NaN	             NaN	             NaN	
  -7.4689136e+01	             NaN	             NaN	             NaN	
  -7.3144813e+01	             NaN	             NaN	             NaN	
  -7.1600488e+01	             NaN	             NaN	             NaN	
  -7.0056161e+01	             NaN	             NaN	             NaN	
  -6.8511831e+01	             NaN	             NaN	             NaN	
  -6.6967500e+01	             NaN	             NaN	             NaN	
  -6.5423166e+01	             NaN	             NaN	             NaN	
  -6.3878829e+01	             NaN	             NaN	             NaN	
  -6.2334491e+01	             NaN	             NaN	             NaN	
  -6.0790150e+01	             NaN	             NaN	             NaN	
  -5.9245808e+01	             NaN	             NaN	             NaN	
  -5.7701463e+01	             NaN	             NaN	             NaN	
  -5.6157116e+01	             NaN	             NaN	             NaN	
  -5.4612767e+01	             NaN	             NaN	             NaN	
  -5.3068417e+01	             NaN	             NaN	             NaN	
  -5.1524064e+01	             NaN	             NaN	             NaN	
  -4.9979709e+01	             NaN	             NaN	             NaN	
  -4.8435353e+01	             NaN	             NaN	             NaN	
  -4.6890994e+01	             NaN	             NaN	             NaN	
  -4.5346634e+01	             NaN	             NaN	             NaN	
  -4.3802271e+01	             NaN	             NaN	             NaN	
  -4.2257907e+01	             NaN	             NaN	             NaN	
