-188.96044,33
-187.41637,39
-185.8723,29
-184.32822,35
-182.78414,29
-181.24005,37
-179.69596,44
-178.15187,35
-176.60777,36
-175.06367,34
-173.51956,43
-171.97545,39
-170.43133,39
-168.88721,35
-167.34309,37
-165.79896,51
-164.25483,28
-162.71069,44
-161.16655,23
-159.62241,41
-158.07826,23
-156.5341,42
-154.98995,50
-153.44579,40
-151.90162,42
-150.35746,42
-148.81328,50
-147.26911,40
-145.72493,35
-144.18075,40
-142.63656,34
-141.09237,52
-139.54818,45
-138.00398,35
-136.45978,40
-134.91557,34
-133.37136,58
-131.82715,44
-130.28294,43
-128.73872,31
-127.1945,45
-125.65027,42
-124.10604,39
-122.56181,51
-121.01758,44
-119.47334,44
-117.9291,51
-116.38485,40
-114.8406,54
-113.29635,55
-111.7521,58
-110.20784,64
-108.66358,76
-107.11932,67
-105.57505,62
-104.03078,81
-102.48651,76
-100.94223,71
-99.397953,74
-97.853672,86
-96.309389,95
-94.765102,100
-93.220813,104
-91.67652,110
-90.132226,117
-88.587928,111
-87.043628,108
-85.499325,134
-83.95502,133
-82.410712,131
-80.866402,142
-79.322089,131
-77.777774,143
-76.233456,132
-74.689136,144
-73.144813,138
-71.600488,139
-70.056161,127
-68.511831,144
-66.9675,161
-65.423166,147
-63.878829,140
-62.334491,148
-60.79015,144
-59.245808,142
-57.701463,145
-56.157116,144
-54.612767,159
-53.068417,155
-51.524064,164
-49.979709,140
-48.435353,149
-46.890994,172
-45.346634,155
-43.802271,162
-42.257907,160
-40.713542,176
-39.169174,182
-37.624805,195
-36.080434,195
-34.536062,183
-32.991688,197
-31.447312,210
-29.902935,209
-28.358556,231
-26.814175,233
-25.269794,255
-23.72541,271
-22.181026,266
-20.63664,289
-19.092252,295
-17.547864,326
-16.003474,316
-14.459083,353
-12.91469,457
-11.370296,797
-9.8259014,1272
-8.2815054,1553
-6.7371082,1735
-5.1927099,1885
-3.6483106,2629
-2.1039103,5961
-0.55950891,14794
0.98489344,34161
2.5292966,70392
4.0737009,113482
5.6181059,144116
7.1625118,142404
8.7069187,110968
10.251327,71781
11.795734,38027
13.340144,17832
14.884554,8360
16.428965,4064
17.973375,2004
19.517786,1205
21.062199,859
22.606611,701
24.151026,659
25.69544,585
27.239855,555
28.784269,518
30.328684,455
31.8731,414
33.417515,369
34.961933,364
36.506348,352
38.050766,336
39.595184,326
41.139603,309
42.684017,309
44.228436,295
45.772854,287
47.317272,272
48.861691,271
50.406109,262
51.950527,251
53.494946,237
55.039364,222
56.583782,215
58.128197,207
59.672615,206
61.217033,205
62.761452,190
64.30587,182
