   8.5000000e+02	   1.0630598e+24	
   8.5100000e+02	   6.0424656e+24	
   8.5200000e+02	  -1.9195521e+23	
   8.5300000e+02	  -3.8468091e+23	
   8.5400000e+02	   2.2588057e+24	
   8.5500000e+02	   4.9724552e+24	
   8.5600000e+02	   2.6425488e+24	
   8.5700000e+02	  -5.3555806e+23	
   8.5800000e+02	  -4.4210871e+23	
   8.5900000e+02	   2.9150591e+23	
   8.6000000e+02	   1.0814050e+24	
   8.6100000e+02	   1.5380533e+24	
   8.6200000e+02	   1.7512633e+24	
   8.6300000e+02	   7.2359434e+23	
   8.6400000e+02	  -2.8590932e+24	
   8.6500000e+02	  -1.9179665e+24	
   8.6600000e+02	  -1.0828030e+24	
   8.6700000e+02	  -1.9652493e+24	
   8.6800000e+02	   3.7058889e+23	
   8.6900000e+02	   6.3819559e+23	
   8.7000000e+02	  -2.8750605e+24	
   8.7100000e+02	  -8.7929564e+23	
   8.7200000e+02	  -1.0912472e+24	
   8.7300000e+02	  -4.7639676e+24	
   8.7400000e+02	  -3.1898543e+24	
   8.7500000e+02	  -1.7468912e+24	
   8.7600000e+02	  -6.2345701e+23	
   8.7700000e+02	  -2.9113311e+24	
   8.7800000e+02	  -3.1440945e+24	
   8.7900000e+02	  -1.5110248e+24	
   8.8000000e+02	  -5.3652315e+23	
   8.8100000e+02	  -7.1496968e+23	
   8.8200000e+02	  -1.5237215e+24	
   8.8300000e+02	   1.1563611e+24	
   8.8400000e+02	   1.1971565e+24	
   8.8500000e+02	  -6.6969143e+23	
   8.8600000e+02	  -3.5888151e+24	
   8.8700000e+02	  -4.6928552e+24	
   8.8800000e+02	  -5.3358912e+24	
   8.8900000e+02	  -8.9218177e+24	
   8.9000000e+02	  -5.8663358e+24	
   8.9100000e+02	  -7.2630566e+23	
   8.9200000e+02	  -6.3980531e+23	
   8.9300000e+02	  -1.1142144e+24	
   8.9400000e+02	  -2.0831019e+24	
   8.9500000e+02	  -3.8567786e+24	
   8.9600000e+02	  -2.4362402e+23	
   8.9700000e+02	   3.5597124e+24	
   8.9800000e+02	   2.9920935e+24	
   8.9900000e+02	   8.8252489e+23	
   9.0000000e+02	   5.5967163e+23	
   9.0100000e+02	   4.9562521e+24	
   9.0200000e+02	   4.2028803e+24	
   9.0300000e+02	   2.4917943e+24	
   9.0400000e+02	   9.4866565e+23	
   9.0500000e+02	   2.7369762e+24	
   9.0600000e+02	   2.1009242e+24	
   9.0700000e+02	  -2.5993336e+24	
   9.0800000e+02	  -2.3277699e+23	
   9.0900000e+02	   1.7797823e+24	
   9.1000000e+02	   2.4442823e+24	
   9.1100000e+02	   3.8135037e+24	
   9.1200000e+02	   3.9549433e+24	
   9.1300000e+02	   2.7381566e+24	
   9.1400000e+02	   3.2044911e+24	
   9.1500000e+02	   3.7931148e+24	
   9.1600000e+02	   4.3740079e+24	
   9.1700000e+02	   2.1937050e+24	
   9.1800000e+02	   2.1331128e+24	
   9.1900000e+02	   3.7462919e+24	
   9.2000000e+02	   4.9023050e+24	
   9.2100000e+02	   3.7324700e+24	
   9.2200000e+02	   1.4450098e+24	
   9.2300000e+02	   2.6629533e+24	
   9.2400000e+02	   3.7766436e+24	
   9.2500000e+02	   4.4607217e+24	
   9.2600000e+02	   3.2982977e+24	
   9.2700000e+02	   3.9862213e+24	
   9.2800000e+02	   5.3156878e+24	
   9.2900000e+02	   5.6642917e+24	
   9.3000000e+02	   4.7619774e+24	
   9.3100000e+02	   4.5925960e+24	
   9.3200000e+02	   8.5828733e+24	
   9.3300000e+02	   6.4608907e+24	
   9.3400000e+02	   3.9291216e+24	
   9.3500000e+02	   5.6237656e+24	
   9.3600000e+02	   4.8958041e+24	
   9.3700000e+02	   5.0015699e+24	
   9.3800000e+02	   8.4164580e+24	
   9.3900000e+02	   6.5703256e+24	
   9.4000000e+02	   4.9945053e+24	
   9.4100000e+02	   5.8575359e+24	
   9.4200000e+02	   5.8273578e+24	
   9.4300000e+02	   6.4307163e+24	
   9.4400000e+02	   8.2798409e+24	
