-188.96044,27
-187.41637,43
-185.8723,45
-184.32822,39
-182.78414,47
-181.24005,45
-179.69596,48
-178.15187,41
-176.60777,35
-175.06367,41
-173.51956,45
-171.97545,57
-170.43133,40
-168.88721,47
-167.34309,39
-165.79896,43
-164.25483,36
-162.71069,52
-161.16655,43
-159.62241,52
-158.07826,47
-156.5341,47
-154.98995,47
-153.44579,42
-151.90162,50
-150.35746,52
-148.81328,54
-147.26911,46
-145.72493,47
-144.18075,44
-142.63656,39
-141.09237,52
-139.54818,51
-138.00398,51
-136.45978,43
-134.91557,53
-133.37136,64
-131.82715,56
-130.28294,49
-128.73872,54
-127.1945,52
-125.65027,59
-124.10604,62
-122.56181,57
-121.01758,65
-119.47334,62
-117.9291,63
-116.38485,48
-114.8406,65
-113.29635,66
-111.7521,78
-110.20784,94
-108.66358,78
-107.11932,88
-105.57505,93
-104.03078,92
-102.48651,87
-100.94223,84
-99.397953,113
-97.853672,130
-96.309389,117
-94.765102,130
-93.220813,131
-91.67652,116
-90.132226,128
-88.587928,119
-87.043628,138
-85.499325,134
-83.95502,141
-82.410712,144
-80.866402,142
-79.322089,158
-77.777774,154
-76.233456,153
-74.689136,166
-73.144813,163
-71.600488,161
-70.056161,176
-68.511831,169
-66.9675,166
-65.423166,171
-63.878829,178
-62.334491,181
-60.79015,182
-59.245808,193
-57.701463,183
-56.157116,186
-54.612767,192
-53.068417,189
-51.524064,192
-49.979709,196
-48.435353,211
-46.890994,206
-45.346634,206
-43.802271,209
-42.257907,205
-40.713542,216
-39.169174,213
-37.624805,230
-36.080434,234
-34.536062,223
-32.991688,235
-31.447312,251
-29.902935,283
-28.358556,269
-26.814175,295
-25.269794,323
-23.72541,330
-22.181026,360
-20.63664,378
-19.092252,391
-17.547864,394
-16.003474,410
-14.459083,447
-12.91469,547
-11.370296,962
-9.8259014,1547
-8.2815054,1857
-6.7371082,2053
-5.1927099,2211
-3.6483106,3036
-2.1039103,6851
-0.55950891,17110
0.98489344,39674
2.5292966,82652
4.0737009,134576
5.6181059,172308
7.1625118,171231
8.7069187,134485
10.251327,87266
11.795734,46274
13.340144,21673
14.884554,10045
16.428965,4861
17.973375,2435
19.517786,1478
21.062199,1069
22.606611,854
24.151026,782
25.69544,747
27.239855,715
28.784269,653
30.328684,580
31.8731,525
33.417515,474
34.961933,468
36.506348,443
38.050766,403
39.595184,386
41.139603,393
42.684017,388
44.228436,385
45.772854,352
47.317272,342
48.861691,356
50.406109,324
51.950527,305
53.494946,290
55.039364,294
56.583782,265
58.128197,259
59.672615,260
61.217033,245
62.761452,246
64.30587,237
65.850288,222
67.394699,231
68.939117,223
70.483536,224
72.027946,213
73.572365,210
75.116783,196
76.661194,209
78.205612,202
79.750023,199
81.294434,197
82.838844,205
84.383255,197
85.927666,182
87.472076,187
89.016487,200
90.560898,193
92.105309,181
93.649712,171
95.194122,169
96.738525,171
98.282928,170
99.827332,187
101.37173,165
102.91614,176
104.46054,175
106.00494,170
107.54934,159
109.09374,169
110.63814,176
112.18253,175
113.72693,163
115.27132,168
116.81571,162
