-188.96044,48
-187.41637,53
-185.8723,37
-184.32822,45
-182.78414,41
-181.24005,43
-179.69596,51
-178.15187,48
-176.60777,45
-175.06367,40
-173.51956,55
-171.97545,40
-170.43133,41
-168.88721,43
-167.34309,48
-165.79896,53
-164.25483,46
-162.71069,54
-161.16655,40
-159.62241,46
-158.07826,34
-156.5341,51
-154.98995,52
-153.44579,64
-151.90162,45
-150.35746,60
-148.81328,51
-147.26911,48
-145.72493,42
-144.18075,63
-142.63656,42
-141.09237,55
-139.54818,52
-138.00398,48
-136.45978,50
-134.91557,57
-133.37136,64
-131.82715,59
-130.28294,58
-128.73872,54
-127.1945,50
-125.65027,65
-124.10604,55
-122.56181,62
-121.01758,56
-119.47334,62
-117.9291,62
-116.38485,56
-114.8406,61
-113.29635,65
-111.7521,79
-110.20784,76
-108.66358,78
-107.11932,77
-105.57505,88
-104.03078,94
-102.48651,98
-100.94223,96
-99.397953,94
-97.853672,104
-96.309389,115
-94.765102,113
-93.220813,114
-91.67652,123
-90.132226,130
-88.587928,144
-87.043628,134
-85.499325,158
-83.95502,150
-82.410712,145
-80.866402,155
-79.322089,148
-77.777774,162
-76.233456,159
-74.689136,174
-73.144813,153
-71.600488,159
-70.056161,159
-68.511831,160
-66.9675,175
-65.423166,176
-63.878829,175
-62.334491,182
-60.79015,166
-59.245808,160
-57.701463,155
-56.157116,169
-54.612767,178
-53.068417,179
-51.524064,195
-49.979709,183
-48.435353,201
-46.890994,206
-45.346634,187
-43.802271,191
-42.257907,202
-40.713542,199
-39.169174,209
-37.624805,231
-36.080434,232
-34.536062,222
-32.991688,235
-31.447312,257
-29.902935,245
-28.358556,278
-26.814175,303
-25.269794,307
-23.72541,324
-22.181026,337
-20.63664,361
-19.092252,365
-17.547864,393
-16.003474,386
-14.459083,436
-12.91469,552
-11.370296,955
-9.8259014,1508
-8.2815054,1788
-6.7371082,2021
-5.1927099,2178
-3.6483106,3045
-2.1039103,6809
-0.55950891,17018
0.98489344,39377
2.5292966,81653
4.0737009,132236
5.6181059,167995
7.1625118,165763
8.7069187,129463
10.251327,83745
11.795734,44210
13.340144,20674
14.884554,9616
16.428965,4701
17.973375,2317
19.517786,1419
21.062199,1003
22.606611,830
24.151026,784
25.69544,701
27.239855,671
28.784269,631
30.328684,555
31.8731,508
33.417515,454
34.961933,435
36.506348,416
38.050766,408
39.595184,393
41.139603,375
42.684017,364
44.228436,344
45.772854,346
47.317272,335
48.861691,325
50.406109,311
51.950527,299
53.494946,288
55.039364,277
56.583782,255
58.128197,258
59.672615,254
61.217033,238
62.761452,229
64.30587,223
65.850288,209
67.394699,223
68.939117,214
70.483536,214
72.027946,212
73.572365,194
75.116783,189
76.661194,202
78.205612,198
79.750023,192
81.294434,191
82.838844,189
84.383255,171
85.927666,194
87.472076,179
89.016487,182
90.560898,175
92.105309,178
93.649712,178
95.194122,187
96.738525,161
98.282928,166
99.827332,185
101.37173,165
102.91614,187
104.46054,173
106.00494,162
107.54934,155
109.09374,164
110.63814,166
112.18253,170
113.72693,163
115.27132,159
116.81571,164
118.3601,157
119.9045,154
121.44888,179
122.99327,151
124.53765,147
126.08204,155
127.62642,160
129.17081,156
130.71518,153
132.25957,156
133.80394,156
135.34831,152
136.89268,136
138.43706,142
139.98143,141
141.5258,142
143.07016,160
144.61453,154
146.15889,147
147.70326,150
149.24762,142
150.79198,147
152.33633,147
153.88069,130
155.42503,147
156.96939,153
158.51373,150
160.05809,145
161.60243,138
163.14677,144
164.69112,138
166.23544,135
167.77979,150
169.32411,139
170.86845,138
172.41278,145
173.95711,134
175.50143,139
177.04575,148
178.59007,134
180.13438,140
181.6787,137
183.22302,149
184.76732,145
186.31163,152
187.85594,135
189.40024,132
190.94453,136
192.48883,146
194.03313,139
195.57742,133
197.1217,144
198.666,155
200.21028,127
201.75456,138
203.29884,136
204.84311,135
206.38739,130
207.93166,130
209.47592,129
211.02019,135
212.56444,118
214.1087,141
215.65295,124
217.1972,134
218.74146,139
220.28569,139
221.82994,138
223.37418,122
224.91841,134
226.46265,139
228.00687,146
229.55109,137
231.09531,132
232.63953,121
234.18375,139
235.72795,135
237.27217,138
238.81638,125
240.36057,128
241.90477,135
243.44896,152
244.99315,117
246.53734,127
248.08151,127
249.6257,128
251.16988,128
252.71404,136
254.25821,134
255.80237,127
257.34653,126
258.89069,135
260.43484,142
261.97897,138
263.52313,139
265.06726,138
266.61139,132
268.15555,125
269.69968,132
271.24377,122
272.7879,125
274.33203,122
275.87613,127
277.42023,127
278.96432,135
280.50842,128
282.05252,136
283.59662,133
285.14072,135
286.68478,128
288.22885,140
289.77292,134
291.31699,134
292.86105,144
294.40512,123
295.94916,141
297.49323,141
299.03726,140
300.5813,158
302.12534,160
303.66937,182
305.21338,218
306.75742,236
308.30142,240
309.84543,253
311.38943,268
312.93344,279
314.47745,286
316.02142,330
317.56543,381
319.10941,394
320.65338,433
322.19733,431
323.7413,449
325.28528,461
326.82922,479
328.37317,493
329.91711,516
331.46106,524
333.00497,559
334.54892,549
336.09283,553
337.63675,588
339.18066,585
340.72458,586
342.26849,613
343.81238,592
345.35626,608
346.90015,602
348.44403,615
349.98792,609
351.53177,605
353.07562,600
354.61948,601
356.16333,597
357.70718,606
359.25104,601
360.79486,607
362.33868,609
363.88251,629
365.42633,617
366.97012,601
368.51395,621
370.05774,624
371.60153,631
373.14532,638
374.68909,669
376.23285,667
377.77664,701
379.3204,730
380.86414,761
382.4079,772
383.95163,805
385.49536,866
387.03909,920
388.58282,969
390.12656,1093
391.67026,2062
393.21396,4379
394.75766,6408
396.30136,7917
397.84503,8883
399.3887,9860
400.93237,16304
402.47604,43021
404.01971,109367
405.56335,238856
407.10699,446785
408.65063,682026
410.19427,867955
411.73788,890786
413.28152,724406
414.82513,488309
416.36874,270200
417.91232,127750
419.4559,56521
420.99951,22747
422.54309,9453
424.08664,5370
425.63022,3743
427.17377,2786
428.71732,2228
430.26086,1881
431.80438,1623
433.3479,1484
434.89142,1361
436.43494,1256
437.97845,1184
439.52194,1122
441.06543,1081
442.60892,1032
444.1524,1004
445.69586,968
447.23932,971
448.78278,930
450.32623,925
451.86966,899
453.41309,897
454.95651,895
456.49994,928
458.04333,960
459.58673,1032
461.13013,1088
462.67349,1207
464.21689,1406
465.76025,1592
467.30362,1834
468.84695,2092
470.39032,2420
471.93365,2792
473.47699,3110
475.02029,3448
476.5636,3703
478.1069,3958
479.65021,4165
481.19351,4355
482.73679,4505
484.28006,4672
485.8233,4826
487.36658,5032
488.90982,5203
490.45306,5396
491.99628,5528
493.53952,5624
495.08273,5566
496.62595,5488
498.16913,5391
499.71231,5316
501.25549,5221
502.79868,5098
504.34183,5101
505.88498,5114
507.42813,5100
508.97128,5168
510.5144,5183
512.0575,5266
513.60065,5312
515.14374,5295
516.68683,5291
518.22992,5218
519.77301,5199
521.31604,5088
522.85913,4949
524.40216,4775
