   4.2300000e+02	  -4.6095219e+01	  -1.0317978e+01	  -6.4730304e+01	
   4.2400000e+02	  -4.2053474e+01	  -6.7870786e+00	  -5.9736631e+01	
   4.2500000e+02	  -3.7178390e+01	  -3.2700858e+01	  -6.4816650e+01	
   4.2600000e+02	  -5.6728073e+01	  -1.9892445e+01	  -9.3129985e+01	
   4.2700000e+02	  -6.3051446e+01	  -3.5243396e+01	  -9.1577389e+01	
   4.2800000e+02	  -5.8477945e+01	  -5.8864448e+01	  -7.1089105e+01	
   4.2900000e+02	  -3.5557627e+01	  -3.6618257e+01	  -4.1427517e+01	
   4.3000000e+02	  -5.1254984e+01	  -5.1193570e+01	  -4.8138391e+01	
   4.3100000e+02	  -7.8180385e+01	  -7.4125875e+01	  -7.0617695e+01	
   4.3200000e+02	  -6.8742607e+01	  -5.1879683e+01	  -8.2077854e+01	
   4.3300000e+02	  -5.5062016e+01	  -3.8590544e+01	  -5.4881265e+01	
   4.3400000e+02	  -4.8144695e+01	  -3.9341484e+01	  -2.8820371e+01	
   4.3500000e+02	  -7.2413758e+01	  -7.7093359e+01	  -6.7246387e+01	
   4.3600000e+02	  -8.8287500e+01	  -9.2622588e+01	  -8.4437406e+01	
   4.3700000e+02	  -8.5475564e+01	  -9.0800142e+01	  -7.9598498e+01	
   4.3800000e+02	  -3.5589156e+01	  -6.1137954e+01	  -3.1734512e+01	
   4.3900000e+02	  -6.3139262e+01	  -8.1551377e+01	  -4.7368467e+01	
   4.4000000e+02	  -8.8862487e+01	  -9.8623194e+01	  -7.1952657e+01	
   4.4100000e+02	  -4.9762329e+01	  -6.8286865e+01	  -6.9930235e+01	
   4.4200000e+02	  -3.2747451e+01	  -3.6873205e+01	  -4.0974547e+01	
   4.4300000e+02	  -3.7886014e+01	  -1.4339247e+01	  -1.8864691e+01	
   4.4400000e+02	  -7.9008870e+01	  -1.1642666e+01	  -2.6280288e+01	
   4.4500000e+02	  -7.1316023e+01	  -1.5679319e+01	  -3.9307022e+01	
   4.4600000e+02	  -5.5199665e+01	  -2.3895573e+01	  -4.2642438e+01	
   4.4700000e+02	  -4.1716852e+01	  -3.7378386e+01	  -2.5788922e+01	
   4.4800000e+02	  -8.6588597e+01	  -6.0781750e+01	  -6.8457001e+01	
   4.4900000e+02	  -8.8464880e+01	  -5.0677785e+01	  -7.6041934e+01	
   4.5000000e+02	  -6.2175042e+00	   1.6063938e+01	  -1.1996847e+01	
   4.5100000e+02	  -2.8205637e+01	  -9.9154212e+00	  -5.4005210e+01	
   4.5200000e+02	  -4.4822872e+01	  -3.9035286e+01	  -7.5717797e+01	
   4.5300000e+02	  -3.7407175e+01	  -5.7911606e+01	  -5.2122398e+01	
   4.5400000e+02	  -2.4963636e+01	  -3.5308224e+01	  -3.9211164e+01	
   4.5500000e+02	  -3.3641867e+01	  -2.3914206e+01	  -3.8879179e+01	
   4.5600000e+02	  -6.8698125e+01	  -2.9981635e+01	  -5.3036514e+01	
   4.5700000e+02	  -3.9960462e+01	  -3.4096254e+01	  -7.6958479e+01	
   4.5800000e+02	  -3.0082125e+01	  -3.1963859e+01	  -7.5543461e+01	
   4.5900000e+02	  -4.2891056e+01	  -2.3199854e+01	  -4.6554827e+01	
   4.6000000e+02	  -2.6068598e+01	  -2.0496690e+01	  -4.4503470e+01	
   4.6100000e+02	  -3.2504668e+01	  -1.3280991e+01	  -4.6652361e+01	
   4.6200000e+02	  -6.1190319e+01	  -3.8246592e+00	  -5.3918312e+01	
   4.6300000e+02	  -1.0096623e+02	  -5.4387252e+01	  -9.7065058e+01	
   4.6400000e+02	  -1.0039852e+02	  -6.1275104e+01	  -9.8387688e+01	
   4.6500000e+02	  -6.8196072e+01	  -3.5209218e+01	  -6.8365379e+01	
   4.6600000e+02	  -5.7409313e+01	  -5.0715185e+01	  -8.1174656e+01	
   4.6700000e+02	  -3.6413742e+01	  -4.4233246e+01	  -7.3959223e+01	
   4.6800000e+02	  -1.0837938e+01	  -2.5126006e+01	  -5.5659809e+01	
   4.6900000e+02	  -1.0163770e+01	  -3.4564356e+01	  -6.7120664e+01	
   4.7000000e+02	  -1.5301979e+01	  -4.7324228e+01	  -7.4014833e+01	
   4.7100000e+02	  -2.7551275e+01	  -5.5186539e+01	  -7.4664417e+01	
   4.7200000e+02	  -6.2608715e+01	  -1.7432373e+01	  -5.3090607e+01	
   4.7300000e+02	  -7.2716152e+01	  -1.6884416e+01	  -4.9901030e+01	
   4.7400000e+02	  -6.5428466e+01	  -3.6211976e+01	  -5.2390402e+01	
   4.7500000e+02	  -3.8461204e+01	  -5.4414878e+01	  -3.3513319e+01	
   4.7600000e+02	  -2.6682869e+01	  -4.7763173e+01	  -4.3633276e+01	
   4.7700000e+02	  -2.6938431e+01	  -3.3728299e+01	  -6.0372519e+01	
   4.7800000e+02	  -4.7164423e+01	  -3.6425098e+01	  -4.9585324e+01	
   4.7900000e+02	  -2.9728342e+01	  -4.3467423e+01	  -4.0729705e+01	
   4.8000000e+02	  -4.5907083e+00	  -4.4851565e+01	  -3.0755166e+01	
   4.8100000e+02	  -3.2423179e+00	  -2.1928929e+01	  -1.4574482e+01	
   4.8200000e+02	   4.1711260e+00	  -1.8212158e+01	  -3.4479216e+00	
   4.8300000e+02	   3.1919986e+00	  -2.1268191e+01	   2.2188569e+00	
   4.8400000e+02	  -2.6472589e+01	  -2.5313362e+01	  -2.5005093e+00	
   4.8500000e+02	  -2.2872515e+01	  -3.8334775e+01	  -3.3620550e+01	
   4.8600000e+02	  -1.5320270e+01	  -4.0495212e+01	  -5.5266208e+01	
   4.8700000e+02	  -2.0039732e+01	  -1.1504233e+01	  -3.7736779e+01	
   4.8800000e+02	  -5.7246055e+01	  -6.5107422e+01	  -6.1504467e+01	
   4.8900000e+02	  -7.1616430e+01	  -9.1606948e+01	  -6.1490625e+01	
   4.9000000e+02	  -2.5770230e+01	  -2.6882902e+01	   4.5818390e+00	
   4.9100000e+02	  -3.0369683e+01	  -2.2922937e+01	  -2.9090509e+01	
   4.9200000e+02	  -2.9253957e+01	  -3.4119259e+01	  -5.3110288e+01	
   4.9300000e+02	  -2.9596361e+00	  -5.2997233e+01	  -3.0187033e+01	
   4.9400000e+02	  -4.6717958e+00	  -4.3272891e+01	  -1.1435070e+01	
   4.9500000e+02	  -4.3935936e+00	  -1.8985084e+01	  -1.3340791e+00	
   4.9600000e+02	   4.3711801e+00	   2.1467718e+01	  -3.3567192e+00	
   4.9700000e+02	   1.5610162e+01	   1.6150175e+01	  -2.2867597e+00	
   4.9800000e+02	   5.7016054e+00	  -7.0478261e+00	  -2.5528772e+01	
   4.9900000e+02	  -3.2054343e+01	  -4.8174841e+01	  -8.0814267e+01	
   5.0000000e+02	  -3.0698868e+01	  -1.9413893e+01	  -5.0182511e+01	
   5.0100000e+02	  -2.6381535e+01	   4.4329950e+00	  -2.5215742e+01	
