382.54205	55994	56042	
382.83298	56102	56176	
383.12393	56067	56035	
383.41486	56281	56194	
383.70578	56001	56010	
383.9967	59286	59209	
384.28763	56477	56425	
384.57855	56353	56405	
384.86948	55911	55930	
385.1604	56633	56793	
385.45132	57982	57947	
385.74225	58710	58867	
386.03317	55901	55819	
386.32407	57358	57384	
386.61499	55893	55845	
386.90591	57171	57119	
387.19684	56459	56359	
387.48773	56389	56299	
387.77866	55914	55881	
388.06958	56363	56400	
388.36047	56020	56088	
388.6514	56407	56308	
388.94229	56322	56322	
389.23322	56338	56256	
389.52411	56634	56738	
389.81503	56364	56392	
390.10593	56535	56447	
390.39685	56172	56074	
390.68774	57584	57478	
390.97864	55690	55674	
391.26956	56512	56565	
391.56046	56035	56022	
391.85135	56270	56364	
392.14224	56279	56335	
392.43317	56970	57015	
392.72406	55978	55917	
393.01495	56433	56475	
393.30585	56110	55954	
393.59674	56617	56546	
393.88763	56413	56326	
394.17853	55971	55926	
394.46942	57006	56912	
394.76031	56237	56099	
395.05121	56395	56381	
395.3421	55882	55777	
395.63297	55772	55667	
395.92386	56761	56761	
396.21475	56390	56282	
396.50565	56339	56320	
396.79651	57485	57475	
397.0874	56552	56520	
397.3783	56823	56904	
397.66916	55876	55889	
397.96005	56343	56260	
398.25092	55667	55699	
398.54181	56633	56584	
398.83267	56458	56508	
399.12357	55919	55946	
399.41443	56395	56377	
399.70529	56790	56719	
399.99619	56071	56052	
400.28705	56328	56319	
400.57791	56478	56447	
400.8688	56089	56189	
401.15967	56300	56306	
401.45053	55851	55952	
401.74139	56224	56099	
402.03226	57255	57206	
402.32312	56769	56763	
402.61398	57983	57896	
402.90485	56016	55944	
403.19571	55806	55875	
403.48657	64790	64880	
403.77744	56268	56279	
404.0683	56520	56540	
404.35916	56448	56396	
404.64999	56071	55930	
404.94086	57301	57362	
405.23172	57327	57343	
405.52258	55941	55966	
405.81342	56322	56319	
406.10428	56335	56352	
406.39514	56517	56533	
406.68597	59351	59449	
406.97684	56295	56194	
407.26767	56953	57047	
407.55853	55843	55860	
407.84937	56055	55927	
408.1402	56564	56747	
408.43106	56237	56346	
408.72189	56680	56724	
409.01273	55743	55679	
409.30356	55656	55636	
409.59442	56318	56293	
409.88525	56405	56392	
410.17609	56285	56243	
410.46692	55894	55865	
410.75775	55938	55911	
411.04858	56308	56365	
411.33942	56125	56152	
411.63025	56117	56059	
411.92108	55978	56035	
412.21191	55329	55418	
412.50275	56015	55952	
412.79358	56565	56578	
413.08438	56095	55991	
413.37521	55844	55851	
413.66605	55604	55715	
413.95685	56473	56442	
414.24768	56272	56252	
414.53851	57649	57688	
414.82932	56311	56360	
415.12015	56267	56149	
415.41095	56028	56062	
415.70178	55753	55715	
415.99258	55612	55605	
416.28342	55507	55651	
416.57422	55866	55941	
416.86502	56231	56287	
417.15582	56373	56214	
417.44666	56197	56178	
417.73746	57212	57301	
418.02826	55870	55863	
418.31906	55928	55861	
418.60986	56169	55959	
418.90067	55798	55945	
419.19147	56011	55998	
419.48227	56139	55979	
419.77307	56154	56201	
420.06387	56646	56623	
420.35468	58670	58582	
420.64548	56565	56621	
420.93628	56327	56270	
421.22705	56329	56387	
421.51785	56456	56423	
421.80865	55893	55844	
422.09943	56431	56372	
422.39023	56466	56384	
422.68103	56140	56205	
422.9718	56293	56177	
423.2626	56045	55930	
423.55338	59374	59395	
423.84415	56111	56093	
424.13495	56825	56826	
424.42572	56520	56635	
424.71649	56296	56254	
425.00729	57326	57324	
425.29807	55871	55834	
425.58884	56233	56122	
425.87961	58806	58966	
426.17038	55623	55678	
426.46115	55986	56036	
426.75192	55810	55729	
427.04269	57387	57421	
427.33347	56044	56069	
427.62424	57710	57639	
427.91501	56089	56071	
428.20578	56896	56947	
428.49655	55879	55968	
428.78732	56124	56336	
429.07806	56548	56418	
429.36884	56435	56283	
429.65961	55689	55752	
429.95035	56511	56650	
430.24112	56153	56043	
430.53186	56424	56568	
430.82263	55809	55738	
431.11337	55849	55763	
431.40414	55864	55881	
431.69489	56064	56000	
431.98563	55987	56005	
432.2764	57051	57033	
432.56714	55665	55684	
432.85788	57316	57425	
433.14862	56510	56622	
433.43936	57441	57478	
433.7301	56508	56464	
434.02084	56063	56148	
434.31158	56186	56201	
434.60233	55650	55682	
434.89307	57514	57554	
435.18381	55958	55893	
435.47455	57819	57837	
435.76529	55610	55796	
436.05603	56164	56111	
436.34674	55921	55869	
436.63748	59299	59371	
436.92822	56639	56702	
437.21893	56356	56329	
437.50967	57679	57856	
437.80038	57389	57317	
438.09113	56229	56039	
438.38184	55573	55526	
438.67258	56034	56094	
438.96329	57016	57034	
439.254	56681	56653	
439.54474	56206	56115	
439.83545	56195	56205	
440.12616	56853	56865	
440.41687	55987	56065	
440.70758	55955	55928	
440.99829	55725	55717	
441.289	56424	56544	
441.57971	56017	56205	
441.87042	58174	58220	
442.16113	56159	56247	
442.45184	56329	56182	
442.74255	57296	57209	
443.03326	56474	56447	
443.32394	56451	56506	
443.61465	56348	56425	
443.90536	56825	56702	
444.19604	55639	55574	
444.48676	56312	56248	
444.77747	56462	56414	
445.06815	56167	56016	
445.35883	55839	55795	
445.64954	57589	57503	
445.94022	55951	55947	
446.23093	56046	56063	
446.52161	55928	55875	
446.81229	56402	56359	
447.10297	57104	57058	
447.39365	56177	56241	
447.68433	55877	55745	
447.97504	56070	55991	
448.26572	56331	56191	
448.55637	57980	57965	
448.84705	56288	56221	
449.13773	56731	56823	
449.42841	57094	57114	
449.71909	55966	55870	
450.00977	56456	56484	
450.30042	55897	55889	
450.59109	56480	56470	
450.88177	57920	57956	
451.17242	57793	57864	
451.4631	55991	56070	
451.75375	55920	55723	
452.04443	55580	55598	
452.33508	57520	57545	
452.62576	56798	56671	
452.91641	56456	56447	
453.20706	55704	55706	
453.49771	55641	55721	
453.78839	58195	58237	
454.07904	56152	55970	
454.36969	56475	56415	
454.66034	56307	56276	
454.95099	55926	55920	
455.24164	56253	56268	
455.53229	56286	56248	
455.82294	56422	56420	
456.11356	56128	56052	
456.40421	57721	57747	
456.69485	56883	56974	
456.9855	58299	58394	
457.27612	56279	56349	
457.56677	56229	56140	
457.85742	56580	56632	
458.14804	56523	56333	
458.43869	56939	57052	
458.72931	55938	56135	
459.01993	60458	60442	
459.31058	56314	56547	
459.6012	55642	55753	
459.89182	56658	56723	
460.18243	57796	57881	
460.47308	56339	56385	
460.7637	56178	56314	
461.05432	56390	56342	
461.34494	56125	56250	
461.63556	55608	55575	
461.92618	55694	55610	
462.2168	56641	56723	
462.50739	59227	59127	
462.798	56870	56771	
463.08862	56877	56896	
463.37924	56540	56521	
463.66983	56497	56633	
463.96045	56117	56144	
464.25104	56225	56183	
464.54166	56086	56121	
464.83224	56297	56303	
465.12286	56400	56409	
465.41345	56454	56598	
465.70407	57131	57089	
465.99466	57288	57321	
466.28525	56517	56539	
466.57584	56482	56419	
466.86642	56097	56040	
467.15704	56615	56582	
467.44763	56270	56258	
467.73822	57528	57468	
468.02881	56274	56128	
468.31937	56699	56682	
468.60995	56417	56326	
468.90054	55924	56013	
469.19113	55865	55791	
469.48172	55541	55541	
469.77228	57292	57335	
470.06287	56141	56186	
470.35345	55917	55904	
470.64401	55643	55579	
470.9346	55877	55855	
471.22516	56272	56232	
471.51572	55916	55882	
471.8063	55637	55649	
472.09686	55695	55673	
472.38742	56176	56174	
472.67798	55371	55386	
472.96857	56041	55989	
473.25912	55788	55777	
473.54968	55915	55860	
473.84024	55924	55979	
474.1308	56047	55934	
474.42136	56341	56250	
474.71191	56643	56649	
475.00244	55703	55748	
475.293	56318	56266	
475.58356	56160	56118	
475.87411	57854	57939	
476.16464	55758	55806	
476.4552	57565	57514	
476.74573	56652	56630	
477.03629	56315	56323	
477.32681	56733	56806	
477.61737	56142	56141	
477.9079	55862	55847	
478.19843	55431	55508	
478.48895	56530	56589	
478.77951	56210	56246	
479.07004	55808	55691	
479.36057	57325	57254	
479.65109	56832	56753	
479.94162	55875	55963	
480.23215	56622	56754	
480.52267	56525	56450	
480.81317	55872	55912	
481.1037	56009	55978	
481.39423	56047	56097	
481.68475	56717	56684	
481.97525	56333	56341	
482.26578	56686	56788	
482.55627	57023	57091	
482.8468	56470	56510	
483.1373	56615	56581	
483.42783	56744	56827	
483.71832	55921	55855	
484.00882	57049	57066	
484.29935	57480	57435	
484.58984	56510	56507	
484.88034	56198	56100	
485.17084	57246	57202	
485.46133	56314	56224	
485.75183	56024	55976	
486.04233	57391	57319	
486.33282	58144	58154	
486.62332	57818	57785	
486.91379	56238	56187	
487.20428	55915	55789	
487.49478	58522	58396	
487.78528	56479	56414	
488.07574	56655	56516	
488.36624	56291	56116	
488.65671	56303	56171	
488.9472	57910	57760	
489.23767	57352	57245	
489.52814	56822	56696	
489.81863	57090	56897	
490.1091	56109	55852	
490.39957	57822	57418	
490.69003	57028	56728	
490.9805	57140	56905	
491.27097	56453	56343	
491.56143	56867	56510	
491.8519	56697	56444	
492.14236	56642	56332	
492.43283	57707	57408	
492.72327	57326	56963	
493.01373	57190	56696	
493.3042	57713	57381	
493.59464	56792	56220	
493.8851	57613	57087	
494.17554	56837	56422	
494.466	58210	57773	
494.75644	57283	56840	
495.04691	57260	56665	
495.33734	57518	56902	
495.62778	57133	56578	
495.91821	57225	56679	
496.20865	58778	58134	
496.49911	59440	58863	
496.78955	57295	56546	
497.07999	58623	58059	
497.37039	58673	57912	
497.66083	57739	56950	
497.95126	58627	58081	
498.2417	57297	56634	
498.53214	59681	59090	
498.82254	58466	57598	
499.11298	58226	57197	
499.40338	58136	57376	
499.69382	58076	57122	
499.98422	58871	57796	
500.27466	60044	59021	
500.56506	58406	57459	
500.85547	58194	57197	
501.1459	58571	57486	
501.43631	60590	59542	
501.72672	57584	56655	
502.01712	57905	56940	
502.30753	58087	57167	
502.59793	58772	57858	
502.88834	58822	57766	
503.17874	58836	57725	
503.46912	59226	58099	
503.75952	59084	57890	
504.04993	58848	57527	
504.3403	60648	59572	
504.63071	59081	58001	
504.92111	58752	57552	
505.21149	58304	56869	
505.50186	58657	57225	
505.79227	59581	58324	
506.08264	62010	60489	
506.37302	58643	57383	
506.66342	58888	57554	
506.9538	58823	57474	
507.24417	58699	57253	
507.53455	58961	57628	
507.82492	59621	58047	
508.1153	59731	58381	
508.40567	58993	57472	
508.69601	59096	57816	
508.98639	59515	57845	
509.27676	59059	57863	
509.56714	59095	57696	
509.85748	59405	57843	
510.14786	59596	58261	
510.4382	60673	59431	
510.72858	60238	58657	
511.01892	59257	57642	
511.30927	59081	57269	
511.59964	58695	57030	
511.88998	59225	57567	
512.1803	58537	56991	
512.47064	59512	57860	
512.76105	59499	57641	
513.05139	59277	57611	
513.34167	59872	58202	
513.63202	59117	57377	
513.92236	60494	58721	
514.21271	59421	57526	
514.50305	58897	56974	
514.7934	59115	57081	
515.08374	59581	57403	
515.37402	60326	58411	
515.66437	60856	58915	
515.95471	60387	58380	
516.24506	59837	57754	
516.53534	59355	57322	
516.82568	60962	58953	
517.11597	59928	57849	
517.40631	60017	57604	
517.69666	59449	57087	
517.98694	60072	57912	
518.27728	64285	62397	
518.56757	59222	56967	
518.85785	60050	58006	
519.14819	61685	59349	
519.43848	59409	57188	
519.72876	59271	57033	
520.0191	59878	57572	
520.30939	60072	57819	
520.59967	59833	57649	
520.89001	59412	57350	
521.1803	60622	58154	
521.47058	59643	57210	
521.76086	60451	57876	
522.05115	59454	56911	
522.34143	59581	57040	
522.63171	60483	58000	
522.922	61398	58824	
523.21228	59592	56882	
523.50256	59206	56733	
523.79285	60143	57454	
524.08313	60092	57573	
524.37341	61675	59007	
524.6637	60321	57478	
524.95398	62133	59364	
525.2442	60591	57606	
525.53448	59633	56966	
525.82477	59958	57453	
526.11505	59692	57242	
526.40527	59681	57053	
526.69556	59967	57228	
526.98584	60615	57689	
527.27606	60448	57508	
527.56635	59979	56871	
527.85657	59828	56849	
528.14685	59523	56738	
528.43707	59758	56726	
528.72736	59639	56643	
529.01758	61421	58291	
529.3078	60840	57527	
529.59808	60838	57702	
529.88831	60263	56965	
530.17853	61119	58071	
530.46881	61286	58102	
530.75903	59996	56812	
531.04926	60409	57066	
531.33948	60276	56896	
531.6297	60536	57106	
531.91992	60260	56837	
532.21014	61582	58189	
532.50043	60033	56606	
532.79065	61340	57901	
533.08087	60306	56881	
533.37103	61232	57881	
533.66125	60243	56844	
533.95148	61598	58311	
534.2417	60484	57027	
534.53192	60212	56548	
534.82214	62580	59071	
535.11237	60785	57120	
535.40253	61563	57915	
535.69275	60574	57000	
535.98297	61543	57922	
536.27313	60573	56799	
536.56335	63988	60030	
536.85358	61773	58015	
537.14374	60780	56902	
537.43396	60860	56686	
537.72412	61451	57370	
538.01434	61305	57092	
538.3045	60753	56594	
538.59473	60818	56879	
538.88489	60989	57122	
539.17505	62279	58355	
539.46527	61030	56948	
539.75543	61184	56989	
540.04559	61499	57006	
540.33575	62285	58157	
540.62598	61191	57004	
540.91614	62020	57991	
541.2063	63574	59387	
541.49646	63050	58846	
541.78662	60470	56172	
542.07678	61044	56671	
542.36694	61372	57103	
542.6571	62277	57804	
542.94727	62070	57680	
543.23743	62168	57716	
543.52759	61868	57279	
543.81775	63433	58664	
544.10785	62165	57270	
544.39801	61527	56804	
544.68817	61782	56964	
544.97833	60829	55995	
545.26843	61092	56310	
545.55859	62054	57072	
545.84875	62049	57081	
546.13885	62210	57130	
546.42902	62130	57231	
546.71918	61404	56200	
547.00928	62679	57468	
547.29938	62256	57079	
547.58954	62238	57196	
547.87964	62808	57443	
548.1698	62838	57450	
548.4599	62381	56893	
548.75	62544	57052	
549.04016	62257	56851	
549.33026	62775	57224	
549.62036	61780	56441	
549.91046	62666	57363	
550.20062	62221	56699	
550.49072	62353	56881	
550.78082	63922	58552	
551.07092	61829	56368	
551.36102	63076	57559	
551.65112	63020	57477	
551.94122	62070	56232	
552.23132	68467	62809	
552.52142	64258	58354	
552.81152	63316	57528	
553.10156	62992	57065	
553.39166	64266	58339	
553.68176	63070	57171	
553.97186	64661	58387	
554.26196	63626	57178	
554.552	63836	57545	
554.8421	62952	56762	
555.13214	63052	56724	
555.42224	63339	56818	
555.71234	65266	58532	
556.00238	62618	56024	
556.29248	63374	56678	
556.58252	64186	57301	
556.87256	63435	56403	
557.16266	65059	58158	
557.4527	64400	57539	
557.7428	63960	56985	
558.03284	63676	56662	
558.32288	64428	57455	
558.61292	64941	57704	
558.90302	63578	56509	
559.19305	64675	57593	
559.48309	64177	56851	
559.77313	64623	57219	
560.06317	65334	57703	
560.35321	64087	56487	
560.64325	64505	56633	
560.93329	65030	57262	
561.22333	64324	56377	
561.51337	64812	56457	
561.80341	65461	57307	
562.09344	66731	58485	
562.38342	65124	56797	
562.67346	65063	56590	
562.9635	64340	55818	
563.25354	66604	57947	
563.54352	65029	56408	
563.83356	65229	56297	
564.1236	66583	58046	
564.41357	65609	56932	
564.70361	66631	57843	
564.99359	65974	57035	
565.28363	65551	56350	
565.57361	66109	56603	
565.86359	65944	56167	
566.15363	66930	57332	
566.4436	67218	57366	
566.73358	66539	56295	
567.02362	69058	58994	
567.3136	66443	56507	
567.60358	65943	55928	
567.89355	66096	55699	
568.18353	66333	55939	
568.47357	67095	56756	
568.76355	67767	57343	
569.05353	67634	56928	
569.34351	67835	57012	
569.63348	67762	57007	
569.92346	67630	56677	
570.21338	67828	56661	
570.50336	67774	56695	
570.79333	68267	57195	
571.08331	68296	57016	
571.37329	68971	57120	
571.66321	68549	56735	
571.95319	68872	57092	
572.24316	70897	59165	
572.53308	69615	57631	
572.82306	68786	56787	
573.11304	68952	56609	
573.40295	69702	57404	
573.69293	69732	57014	
573.98285	68879	56348	
574.27283	69504	56492	
574.56274	69434	56509	
574.85266	69620	56972	
575.14264	69777	56904	
575.43256	70818	57878	
575.72247	69585	56369	
576.01239	72505	59320	
576.30237	71743	58474	
576.59229	69779	56295	
576.8822	72123	58615	
577.17212	69977	56207	
577.46204	69956	56215	
577.75195	70324	56422	
578.04187	70320	56522	
578.33179	71144	56835	
578.6217	72519	58099	
578.91162	70478	56093	
579.20154	70472	56112	
579.49139	70188	55970	
579.78131	71426	56816	
580.07123	70609	56218	
580.36115	72330	57625	
580.651	71591	56918	
580.94092	70979	56267	
581.23077	71194	56537	
581.52069	72343	57398	
581.81061	71515	56549	
582.10046	72141	57082	
582.39032	72630	57574	
582.68024	70914	56472	
582.97009	71129	56352	
583.26001	71436	56392	
583.54987	73048	57465	
583.83972	71319	55855	
584.12958	72643	57100	
584.41949	72295	56974	
584.70935	72152	56547	
584.99921	71538	56024	
585.28906	72142	56420	
585.57892	72292	56455	
585.86877	72608	57085	
586.15863	72289	56701	
586.44849	71954	55921	
586.73834	72957	57089	
587.0282	71499	56070	
587.31805	72030	56845	
587.60791	71725	56263	
587.89771	71981	56366	
588.18756	72628	57026	
588.47742	73860	58157	
588.76727	71901	56390	
589.05707	72824	57020	
589.34692	72047	56180	
589.63672	73858	58148	
589.92657	73506	58155	
590.21637	72524	56731	
590.50623	73183	57835	
590.79602	72547	57277	
591.08588	72626	57034	
591.37567	73287	57754	
591.66547	72150	56516	
591.95532	72361	56424	
592.24512	72107	56322	
592.53491	74142	58520	
592.82471	72816	57329	
593.1145	71951	56280	
593.40436	72976	57702	
593.69415	71836	56233	
593.98395	71696	56105	
594.27374	72248	56948	
594.56354	71732	56103	
594.85333	72258	56603	
595.14307	72046	56871	
595.43286	72403	57078	
595.72266	71621	56378	
596.01245	72172	56943	
596.30225	71974	56423	
596.59198	72060	56755	
596.88177	71991	56911	
597.17157	71540	56155	
597.4613	72446	57205	
597.7511	71675	56093	
598.04083	72242	57103	
598.33063	72065	57176	
598.62036	71515	56489	
598.91016	71611	56687	
599.19989	71422	56286	
599.48962	72216	56957	
599.77942	71635	56479	
600.06915	72087	56733	
600.35889	71233	56049	
600.64862	72232	56663	
600.93835	73100	57739	
601.22815	71701	56281	
601.51788	71465	56193	
601.80762	72881	57910	
602.09735	71347	56551	
602.38708	71871	56802	
602.67682	71526	56390	
602.96655	72773	57666	
603.25623	71270	56046	
603.54596	71347	56203	
603.83569	72566	57348	
604.12543	71256	56322	
604.4151	71520	56589	
604.70483	70877	55985	
604.99457	71791	56601	
605.28424	71331	56173	
605.57397	71858	56785	
605.86365	71926	56685	
606.15338	72752	57642	
606.44305	71255	56256	
606.73279	72814	57693	
