382.54205	28027	
382.83298	28095	
383.12393	28075	
383.41486	28075	
383.70578	28023	
383.9967	29616	
384.28763	28294	
384.57855	28178	
384.86948	27915	
385.1604	28365	
385.45132	28984	
385.74225	29419	
386.03317	27900	
386.32407	28652	
386.61499	27932	
386.90591	28547	
387.19684	28188	
387.48773	28060	
387.77866	27921	
388.06958	28189	
388.36047	27975	
388.6514	28133	
388.94229	28137	
389.23322	28201	
389.52411	28321	
389.81503	28207	
390.10593	28310	
390.39685	28097	
390.68774	28843	
390.97864	27849	
391.26956	28340	
391.56046	28058	
391.85135	28205	
392.14224	28143	
392.43317	28466	
392.72406	28002	
393.01495	28200	
393.30585	28009	
393.59674	28319	
393.88763	28206	
394.17853	27954	
394.46942	28420	
394.76031	28098	
395.05121	28211	
395.3421	27881	
395.63297	27947	
395.92386	28443	
396.21475	28134	
396.50565	28261	
396.79651	28697	
397.0874	28228	
397.3783	28444	
397.66916	27964	
397.96005	28155	
398.25092	27828	
398.54181	28354	
398.83267	28224	
399.12357	27919	
399.41443	28255	
399.70529	28472	
399.99619	27967	
400.28705	28188	
400.57791	28273	
400.8688	28118	
401.15967	28187	
401.45053	27960	
401.74139	28021	
402.03226	28601	
402.32312	28467	
402.61398	29039	
402.90485	28045	
403.19571	27913	
403.48657	32348	
403.77744	28204	
404.0683	28160	
404.35916	28247	
404.64999	27989	
404.94086	28705	
405.23172	28612	
405.52258	27971	
405.81342	28127	
406.10428	28184	
406.39514	28264	
406.68597	29675	
406.97684	28098	
407.26767	28471	
407.55853	27928	
407.84937	27920	
408.1402	28364	
408.43106	28101	
408.72189	28389	
409.01273	27918	
409.30356	27830	
409.59442	28147	
409.88525	28201	
410.17609	28089	
410.46692	27913	
410.75775	27937	
411.04858	28220	
411.33942	28129	
411.63025	28045	
411.92108	27959	
412.21191	27684	
412.50275	28105	
412.79358	28339	
413.08438	27957	
413.37521	27974	
413.66605	27865	
413.95685	28214	
414.24768	28149	
414.53851	28908	
