CPT_Si_c600_wl;CPT_Si_c600;CPT_InGaAs_c800_wl;CPT_InGaAs_c800;CPT_InGaAs_c1000_wl;CPT_InGaAs_c1000;CPT_InGaAs_c1200_wl;CPT_InGaAs_c1200;CPT_InGaAs_c1400_wl;CPT_InGaAs_c1400;Uni_Si_c600_wl;Uni_Si_c600;Uni_InGaAsi_c700_wl;Uni_InGaAsi_c700;Uni_InGaAsi_c900_wl;Uni_InGaAsi_c900;Uni_InGaAsi_c1100_wl;Uni_InGaAsi_c1100;Uni_InGaAsi_c1300_wl;Uni_InGaAsi_c1300;Fluorimeter_wl;Fluorimeter
16.428965;-6.97559202783139E-22;619.16931;6.84720118320348E-23;819.36249;8.26373827664096E-23;1019.5603;2.83962620305874E-22;1219.7629;2.33187263494881E-22;5.391959399999999505e+02;3.323026589648945262e-01;6.823655099999999720e+02;1.507505028992178753e-01;7.823641000000000076e+02;2.882629705598312442e-01;9.349182799999999816e+02;8.748650557266944849e-01;1.135361900000000105e+03;9.560457596163658422e-01;418;0.88518
17.973375;-1.83975606038769E-21;620.65204;6.69285203229955E-23;820.84363;8.15998705041103E-23;1021.0399;2.76583806923445E-22;1221.2408;2.2716586300109E-22;5.406078599999999597e+02;3.380931497616506132e-01;6.837213699999999790e+02;1.522656466856242286e-01;7.837191000000000258e+02;2.905705657112570006e-01;9.362716299999999592e+02;8.772443747193008345e-01;1.136712800000000016e+03;9.550119309674878210e-01;419;0.90447
19.517786;-2.06490818764039E-21;622.1347;7.17787049550564E-23;822.32477;8.30406856841423E-23;1022.5195;2.83689617856105E-22;1222.7188;2.33703248718988E-22;5.420197699999999941e+02;3.441092007787728280e-01;6.850771999999999480e+02;1.537610507502397694e-01;7.850740899999999556e+02;2.929258902675448972e-01;9.376249599999999873e+02;8.790225155220248165e-01;1.138063799999999901e+03;9.554466960191227987e-01;420;0.92087
21.062199;-1.97711169998517E-21;623.61743;6.78657367399129E-23;823.80591;8.23837451624238E-23;1023.999;2.77098197453412E-22;1224.1967;2.270610896704E-22;5.434316599999999653e+02;3.500085833605038887e-01;6.864330099999999675e+02;1.552428914198047960e-01;7.864290600000000495e+02;2.950351813815644264e-01;9.389782699999999522e+02;8.811020113039285118e-01;1.139414800000000014e+03;9.549762831260366625e-01;421;0.93523
22.606611;-1.71367521080384E-21;625.1001;6.85199713683222E-23;825.28705;8.46072822339014E-23;1025.4785;2.8308877760481E-22;1225.6747;2.32519101431056E-22;5.448435200000000123e+02;3.562171385493259068e-01;6.877888000000000375e+02;1.567277600622027922e-01;7.877839999999999918e+02;2.972439479125650874e-01;9.403315599999999677e+02;8.827890061418355305e-01;1.140765699999999924e+03;9.565526764274971949e-01;422;0.94612
24.151026;-1.31080002452577E-21;626.58276;6.80525081720036E-23;826.76819;8.30681686122411E-23;1026.9581;2.76335623374925E-22;1227.1526;2.26423528617706E-22;5.462553699999999708e+02;3.626617560682411923e-01;6.891445700000000443e+02;1.582256908815283802e-01;7.891389299999999594e+02;2.993677785170223427e-01;9.416848400000000083e+02;8.859355619114451796e-01;1.142116600000000062e+03;9.573835221644705351e-01;423;0.95574
25.69544;-1.2432025318533E-21;628.06549;7.41270458184534E-23;828.24933;8.53300222521989E-23;1028.4376;2.82820276180436E-22;1228.6305;2.31247930676315E-22;5.476671900000000051e+02;3.690598122754706889e-01;6.905003199999999879e+02;1.597484548316891739e-01;7.904938399999999774e+02;3.015594023504575283e-01;9.430380900000000111e+02;8.888480188720970787e-01;1.143467499999999973e+03;9.579185592807120120e-01;424;0.96375
27.239855;-1.29313233504104E-21;629.54816;7.12306492647213E-23;829.73041;8.43607503764755E-23;1029.9171;2.75696355954092E-22;1230.1084;2.26376820536218E-22;5.490789899999999761e+02;3.754080569703692749e-01;6.918560400000000072e+02;1.612942051069638227e-01;7.918487300000000459e+02;3.035508545310491302e-01;9.443913300000000390e+02;8.920748515226832875e-01;1.144818400000000111e+03;9.545726356175561200e-01;425;0.97117
28.784269;-1.37245400615204E-21;631.03076;7.33503920052246E-23;831.21155;8.77877529532005E-23;1031.3967;2.81136416712982E-22;1231.5862;2.3145588765103E-22;5.504907699999999977e+02;3.821471652596619695e-01;6.932117500000000518e+02;1.628632952705244552e-01;7.932036000000000513e+02;3.055653220187167785e-01;9.457445400000000291e+02;8.950446511894432078e-01;1.146169200000000046e+03;9.519734661461199954e-01;426;0.97691
30.328684;-1.33105958524667E-21;632.51343;7.27800691144818E-23;832.69263;8.55313670584271E-23;1032.8762;2.7515966419358E-22;1233.0641;2.24242357867941E-22;5.519025299999999561e+02;3.892134411646406278e-01;6.945674400000000333e+02;1.644448560054689312e-01;7.945584599999999682e+02;3.074308448743686140e-01;9.470977400000000443e+02;8.993407058869740123e-01;1.147519999999999982e+03;9.477527311044018354e-01;427;0.98108
31.8731;-1.38654976646508E-21;633.99609;7.22631042263884E-23;834.17371;8.84781955370664E-23;1034.3557;2.8185083929456E-22;1234.542;2.29081715932374E-22;5.533142699999999650e+02;3.955261061867367811e-01;6.959231099999999515e+02;1.660311753043764438e-01;7.959132899999999609e+02;3.093290385409770971e-01;9.484509199999999964e+02;9.038800949080569858e-01;1.148870899999999892e+03;9.450115439720351285e-01;428;0.98574
33.417515;-1.42376645177838E-21;635.4787;7.31562598765736E-23;835.65479;8.5551784465637E-23;1035.8352;2.72929573680593E-22;1236.0199;2.21731196820197E-22;5.547259900000000243e+02;4.022908511005423571e-01;6.972787499999999454e+02;1.676092242735406634e-01;7.972681000000000040e+02;3.110109512786357056e-01;9.498040799999999990e+02;9.084658758740000728e-01;1.150221600000000080e+03;9.400408014673863333e-01;429;0.98938
34.961933;-1.35427072855317E-21;636.96136;7.44394126095694E-23;837.13586;9.05477885302816E-23;1037.3147;2.79308218731074E-22;1237.4977;2.28638685911843E-22;5.561376900000000205e+02;4.083899775467855209e-01;6.986343799999999646e+02;1.691767927702327035e-01;7.986228899999999840e+02;3.127158786324250594e-01;9.511572200000000521e+02;9.116350790577059104e-01;1.151572400000000016e+03;9.388230387823728318e-01;430;0.9924
36.506348;-1.29975620993618E-21;638.44397;7.47833202281466E-23;838.61694;8.97207658740629E-23;1038.7942;2.72699514396362E-22;1238.9756;2.2405122620588E-22;5.575493599999999788e+02;4.147211507718229218e-01;6.999899799999999459e+02;1.707280964682478530e-01;7.999776699999999892e+02;3.142328635107493606e-01;9.525103500000000167e+02;9.154089150054770530e-01;1.152923199999999952e+03;9.382323735163899947e-01;431;0.99468
38.050766;-1.23224508726413E-21;639.92657;7.65132037868615E-23;840.09802;9.26866373282468E-23;1040.2736;2.79701057497683E-22;1240.4534;2.30174118274404E-22;5.589610199999999622e+02;4.207036021028910389e-01;7.013455599999999777e+02;1.722686709692308471e-01;8.013324199999999564e+02;3.158601282017290957e-01;9.538634499999999434e+02;9.190699923859726450e-01;1.154273899999999912e+03;9.414361096170731358e-01;432;0.99609
39.595184;-1.32079768111399E-21;641.40918;7.42518509689066E-23;841.57904;9.21968666880904E-23;1041.7531;2.71703966712528E-22;1241.9312;2.24153621462476E-22;5.603726500000000215e+02;4.275319915655211855e-01;7.027011300000000347e+02;1.738014522569892306e-01;8.026871599999999489e+02;3.173999073793672410e-01;9.552165300000000343e+02;9.232882501460606406e-01;1.155624600000000100e+03;9.419790888294955478e-01;433;0.99605
41.139603;-1.1849040544611E-21;642.89178;7.6864012177482E-23;843.06012;9.64463306427364E-23;1043.2325;2.79103193676563E-22;1243.4091;2.30599490054903E-22;5.617842600000000175e+02;4.337500892439360989e-01;7.040566700000000537e+02;1.753380431187445410e-01;8.040418799999999919e+02;3.191973267862361352e-01;9.565696000000000367e+02;9.263133636083038525e-01;1.156975300000000061e+03;9.427073027792889359e-01;434;0.99761
42.684017;-1.1239313537606E-21;644.37439;7.44746714045822E-23;844.54114;9.42255280675369E-23;1044.7119;2.72613367801933E-22;1244.8868;2.25535093626945E-22;5.631958499999999503e+02;4.406875080806181844e-01;7.054121900000000096e+02;1.768812920523305521e-01;8.053965699999999970e+02;3.210390431127946309e-01;9.579226400000000012e+02;9.298648265202166252e-01;1.158326000000000022e+03;9.394833546481707875e-01;435;0.99953
44.228436;-1.01123477575132E-21;645.85693;7.66989874867796E-23;846.02216;9.84593615440963E-23;1046.1914;2.79865795466717E-22;1246.3646;2.30389241615679E-22;5.646074200000000474e+02;4.479387624107702415e-01;7.067676900000000160e+02;1.784374173354901227e-01;8.067512500000000273e+02;3.232187846417303168e-01;9.592756699999999910e+02;9.333826307080541618e-01;1.159676600000000008e+03;9.386106902395758844e-01;436;1
45.772854;-1.01360185545493E-21;647.33954;7.6947721832527E-23;847.50317;9.7497684935086E-23;1047.6708;2.73350953682606E-22;1247.8424;2.236201845834E-22;5.660189699999999675e+02;4.549273698925508924e-01;7.081231599999999844e+02;1.800010084376761355e-01;8.081059099999999944e+02;3.252003627225520943e-01;9.606286800000000312e+02;9.377561816528383609e-01;1.161027299999999968e+03;9.350192255916653927e-01;437;0.99941
47.317272;-9.94000512083528E-22;648.82208;7.50961030978337E-23;848.98419;1.01143281330857E-22;1049.1501;2.80841977326289E-22;1249.3202;2.28140465431147E-22;5.674305000000000518e+02;4.610553763213566247e-01;7.094786199999999781e+02;1.815723571979909468e-01;8.094605400000000373e+02;3.273862066137364080e-01;9.619816600000000335e+02;9.408485522722336292e-01;1.162377899999999954e+03;9.342274612192192906e-01;438;0.99857
48.861691;-8.33628375372708E-22;650.30469;7.39987831696613E-23;850.46521;1.00715571195248E-22;1050.6296;2.7332542564612E-22;1250.798;2.22877084354355E-22;5.688419999999999845e+02;4.679814839140683524e-01;7.108340600000000222e+02;1.831451319578052961e-01;8.108151599999999917e+02;3.294531192131782693e-01;9.633346299999999474e+02;9.448223387397159945e-01;1.163728499999999940e+03;9.320666539872821676e-01;439;0.99673
50.406109;-8.45979737954211E-22;651.78723;7.68417937185714E-23;851.94617;1.03653410333175E-22;1052.109;2.78738577417539E-22;1252.2756;2.26370720846161E-22;5.702534900000000562e+02;4.744960640593938739e-01;7.121894700000000284e+02;1.847231238358644778e-01;8.121697599999999966e+02;3.316374677380745650e-01;9.646875800000000254e+02;9.480849386032053072e-01;1.165078999999999951e+03;9.317062752437124118e-01;440;0.99513
51.950527;-7.62735943624723E-22;653.26978;7.76305996368956E-23;853.42719;1.02278229722764E-22;1053.5884;2.72487145142746E-22;1253.7534;2.20479568088281E-22;5.716649499999999762e+02;4.811345496450589732e-01;7.135448699999999462e+02;1.863086211481694565e-01;8.135243400000000520e+02;3.336365278875144114e-01;9.660405100000000402e+02;9.515994385749361184e-01;1.166429599999999937e+03;9.280457362533893750e-01;441;0.99537
53.494946;-8.01056843324525E-22;654.75232;7.82128475310525E-23;854.90814;1.06420130372716E-22;1055.0677;2.79466797048585E-22;1255.2312;2.276850787686E-22;5.730763899999999467e+02;4.882065194026058430e-01;7.149002400000000534e+02;1.879178578283525192e-01;8.148789000000000442e+02;3.359821495079127196e-01;9.673934199999999919e+02;9.538799539400368843e-01;1.167780099999999948e+03;9.260273129174485529e-01;442;0.99375
55.039364;-6.20381274184966E-22;656.23486;7.96501858323416E-23;856.3891;1.05404952617324E-22;1056.5471;2.72553246110796E-22;1256.7089;2.2207052287636E-22;5.744878099999999677e+02;4.951606135333088687e-01;7.162555899999999838e+02;1.895606320022774072e-01;8.162334399999999732e+02;3.382899760598852557e-01;9.687463099999999940e+02;9.573099936428036694e-01;1.169130599999999959e+03;9.200367771784235815e-01;443;0.99071
56.583782;-6.48867804508835E-22;657.71735;7.93439168488786E-23;857.87006;1.0987519676199E-22;1058.0265;2.79017303977064E-22;1258.1866;2.26358786371702E-22;5.758992100000000391e+02;5.012071008121266047e-01;7.176109199999999646e+02;1.912522118440063423e-01;8.175879599999999527e+02;3.408819998740294510e-01;9.700991900000000214e+02;9.599257035133471616e-01;1.170481099999999969e+03;9.189394712732068538e-01;444;0.98753
58.128197;-6.86348376914271E-22;659.19989;7.95713615539129E-23;859.35101;1.08145957806556E-22;1059.5059;2.71435289166187E-22;1259.6643;2.20174629499094E-22;5.773105900000000474e+02;5.080804730894710186e-01;7.189662299999999959e+02;1.929972681128284129e-01;8.189424599999999828e+02;3.434380624249613323e-01;9.714520400000000109e+02;9.633892756186017703e-01;1.171831599999999980e+03;9.179547635685161300e-01;445;0.98512
59.672615;-6.42429987682696E-22;660.68237;8.22385891519258E-23;860.83197;1.11995388172284E-22;1060.9852;2.78798229485119E-22;1261.1421;2.25960936172923E-22;5.787219400000000178e+02;5.142604882793924137e-01;7.203215199999999641e+02;1.948022946496695551e-01;8.202969399999999496e+02;3.463723568990019208e-01;9.728048700000000508e+02;9.652349554689694244e-01;1.173182099999999991e+03;9.190165716096962978e-01;446;0.98344
61.217033;-5.31783384454807E-22;662.16492;8.0245931951961E-23;862.31293;1.10880335956596E-22;1062.4645;2.72800172169255E-22;1262.6198;2.20441055614056E-22;5.801332800000000134e+02;5.210079235453658475e-01;7.216767899999999827e+02;1.966574139905941654e-01;8.216513999999999669e+02;3.490933853276725340e-01;9.741576800000000276e+02;9.688358100392981953e-01;1.174532500000000027e+03;9.168761601872412736e-01;447;0.98493
62.761452;-5.1360511496888E-22;663.6474;8.19265944840756E-23;863.79382;1.14478857745054E-22;1063.9438;2.78542324802397E-22;1264.0974;2.26149421530333E-22;5.815445899999999710e+02;5.259158611677390294e-01;7.230320299999999634e+02;1.985559645742573376e-01;8.230058400000000347e+02;3.519901021001949348e-01;9.755104800000000296e+02;9.712042836087732001e-01;1.175882900000000063e+03;9.185587243609236729e-01;448;0.98153
64.30587;-6.13829371833145E-22;665.12988;8.06414521548264E-23;865.27478;1.13856705457479E-22;1065.4232;2.72140677818163E-22;1265.5751;2.19487426444882E-22;5.829558799999999792e+02;5.313249747905115505e-01;7.243872499999999945e+02;2.004805087008025843e-01;8.243602600000000393e+02;3.546018338007324022e-01;9.768632499999999936e+02;9.745810950913454951e-01;1.177233300000000099e+03;9.147014336634387011e-01;449;0.96719
65.850288;-5.88076896086298E-22;666.61237;8.25785025334867E-23;866.75568;1.17606964753956E-22;1066.9025;2.77864753048302E-22;1267.0527;2.24078131268137E-22;5.843671500000000378e+02;5.366128752539358615e-01;7.257424600000000510e+02;2.024196518288408353e-01;8.257146599999999808e+02;3.574810442230895169e-01;9.782160099999999829e+02;9.768546192013267682e-01;1.178583699999999908e+03;9.128164993898799651e-01;450;0.94047
67.394699;-5.04225854717224E-22;668.09479;8.04230307647336E-23;868.23657;1.14206922438681E-22;1068.3818;2.6832861701345E-22;1268.5304;2.16221362907524E-22;5.857783899999999448e+02;5.417298817177096382e-01;7.270976399999999558e+02;2.043548490288221164e-01;8.270690399999999727e+02;3.601218978893889755e-01;9.795687400000000480e+02;9.798486700450510511e-01;1.179933999999999969e+03;9.074745221871500789e-01;451;0.90467
68.939117;-4.2006089776428E-22;669.57727;8.17181298802337E-23;869.71747;1.20256423092636E-22;1069.8611;2.77895502976343E-22;1270.0081;2.23957571831616E-22;5.871896199999999908e+02;5.468845371967899771e-01;7.284528000000000247e+02;2.062797560848706191e-01;8.284234000000000151e+02;3.631517248277011389e-01;9.809214600000000246e+02;9.816163807720839074e-01;1.181284300000000030e+03;9.091590152364419364e-01;452;0.86488
70.483536;-5.22635489197961E-22;671.05975;8.20789986508416E-23;871.19836;1.18035056417783E-22;1071.3403;2.71722026882072E-22;1271.4857;2.17662116966906E-22;5.886008199999999988e+02;5.537399440632386760e-01;7.298079400000000305e+02;2.081833147217626301e-01;8.297777499999999691e+02;3.660983349319861802e-01;9.822741499999999633e+02;9.841319373532633197e-01;1.182634700000000066e+03;9.080268859958542382e-01;453;0.82898
72.027946;-5.03539314374952E-22;672.54218;8.3630317475948E-23;872.67926;1.22910171695548E-22;1072.8196;2.77075131025088E-22;1272.9634;2.23463287880294E-22;5.900119999999999436e+02;5.598181652936335961e-01;7.311630499999999984e+02;2.100674562774475507e-01;8.311320699999999988e+02;3.695818446520696687e-01;9.836268300000000409e+02;9.852430703259792422e-01;1.183984899999999925e+03;9.105884297670683303e-01;454;0.79929
73.572365;-4.80295121077698E-22;674.0246;8.29349144096267E-23;874.1601;1.21964094232795E-22;1074.2988;2.70525146723923E-22;1274.4409;2.16605317609756E-22;5.914231600000000526e+02;5.669912296766215221e-01;7.325181499999999915e+02;2.119295328801543143e-01;8.324863699999999653e+02;3.731639293621905606e-01;9.849794799999999668e+02;9.871589870371022535e-01;1.185335199999999986e+03;9.085744362113739037e-01;455;0.77582
75.116783;-3.51373544929761E-22;675.50702;8.41059435072648E-23;875.64099;1.25569623787001E-22;1075.7781;2.78583863694542E-22;1275.9186;2.22854554939165E-22;5.928342999999999847e+02;5.731091392885698799e-01;7.338732199999999466e+02;2.137768195006853056e-01;8.338406499999999824e+02;3.773166361051448758e-01;9.863321200000000317e+02;9.878191917523786447e-01;1.186685500000000047e+03;9.110165869072823774e-01;456;0.75656
76.661194;-5.23580838004749E-22;676.98944;8.36149253745156E-23;877.12183;1.22259933440005E-22;1077.2573;2.71943902321401E-22;1277.3961;2.17039618114876E-22;5.942454099999999926e+02;5.786632468904577831e-01;7.352282699999999522e+02;2.156078260947212333e-01;8.351949100000000499e+02;3.814243976134250591e-01;9.876847400000000334e+02;9.895473817217502743e-01;1.188035699999999906e+03;9.064694999562092903e-01;457;0.74346
78.205612;-4.553158601497E-22;678.47186;8.4391400906363E-23;878.60266;1.28076256813368E-22;1078.7366;2.78404675233002E-22;1278.8738;2.22682298629659E-22;5.956565000000000509e+02;5.852351265111741530e-01;7.365833000000000084e+02;2.174289026390500978e-01;8.365491500000000542e+02;3.860557815051062769e-01;9.890373299999999972e+02;9.892952601375060162e-01;1.189385899999999992e+03;9.043066328957440891e-01;458;0.73651
79.750023;-3.66137868855945E-22;679.95428;8.24728508180656E-23;880.0835;1.27018997606812E-22;1080.2158;2.73018725467328E-22;1280.3513;2.15939630237785E-22;5.970675800000000208e+02;5.930365560522008472e-01;7.379383100000000013e+02;2.192344616435342175e-01;8.379033699999999953e+02;3.906124503619511357e-01;9.903899099999999862e+02;9.906242048483522300e-01;1.190736100000000079e+03;9.003038903203868237e-01;459;0.73586
81.294434;-3.47930059174452E-22;681.43671;8.38984800228277E-23;881.56433;1.30781741501029E-22;1081.6951;2.80196223411473E-22;1281.8289;2.20999168745105E-22;5.984786199999999781e+02;5.984980217618236509e-01;7.392933000000000447e+02;2.210248322763060103e-01;8.392575699999999870e+02;3.955310607524276656e-01;9.917424700000000257e+02;9.906991812550700605e-01;1.192086199999999963e+03;9.024280418213915800e-01;460;0.73966
82.838844;-5.20157538664832E-22;682.91907;8.36354251141507E-23;883.0451;1.30707873783134E-22;1083.1742;2.74228399095297E-22;1283.3064;2.16061937233379E-22;5.998896499999999605e+02;6.062784528490655633e-01;7.406482700000000250e+02;2.227899927812198588e-01;8.406117500000000291e+02;4.002748961804962757e-01;9.930950000000000273e+02;9.917476505840180367e-01;1.193436400000000049e+03;8.997574435126074466e-01;461;0.74888
84.383255;-4.4013316935921E-22;684.40143;8.55614087862341E-23;884.52594;1.35544782184061E-22;1084.6534;2.80466283002817E-22;1284.7839;2.21117240664638E-22;6.013006599999999935e+02;6.134346676978298385e-01;7.420032099999999673e+02;2.245306055707564086e-01;8.419659100000000080e+02;4.055132835080348941e-01;9.944475200000000541e+02;9.902249654207454510e-01;1.194786499999999933e+03;9.008318069989178500e-01;462;0.76046
85.927666;-3.25356241946929E-22;685.88385;8.42958734675383E-23;886.00671;1.32612179383447E-22;1086.1327;2.7333838034117E-22;1286.2615;2.14912690722001E-22;6.027116399999999885e+02;6.193267052963186137e-01;7.433581299999999601e+02;2.262404314377707837e-01;8.433200500000000375e+02;4.105975687795822560e-01;9.958000200000000177e+02;9.901279475957858178e-01;1.196136600000000044e+03;8.983434028012169392e-01;463;0.7749
87.472076;-3.38159656266374E-22;687.36621;8.56363723770936E-23;887.48755;1.38242868601518E-22;1087.6118;2.80361233569008E-22;1287.739;2.22417808568882E-22;6.041226000000000340e+02;6.243335385702162288e-01;7.447130300000000034e+02;2.279268054733385729e-01;8.446741600000000290e+02;4.160210236885891755e-01;9.971524899999999434e+02;9.889128464494646442e-01;1.197486699999999928e+03;8.987799157521605409e-01;464;0.79098
89.016487;-5.0548522291891E-22;688.84857;8.27010551741845E-23;888.96832;1.36275754090095E-22;1089.0909;2.74342459489228E-22;1289.2166;2.17007524304034E-22;6.055335400000000163e+02;6.317255861263686434e-01;7.460679099999999835e+02;2.295926743118115454e-01;8.460282600000000457e+02;4.211056931486905075e-01;9.985049500000000080e+02;9.888404205612290054e-01;1.198836800000000039e+03;8.937933162928557440e-01;465;0.80938
90.560898;-3.66409922460346E-22;690.33087;8.5728301329864E-23;890.4491;1.42326037126285E-22;1090.5702;2.79363018766603E-22;1290.6941;2.22992457022855E-22;6.069444499999999607e+02;6.373074391641185832e-01;7.474227700000000141e+02;2.312554758481109585e-01;8.473823399999999992e+02;4.265108224159434580e-01;9.998573900000000094e+02;9.867313187330040147e-01;1.200186799999999948e+03;8.935489550973851891e-01;466;0.82793
92.105309;-1.88653390297651E-22;691.81323;8.35216208553317E-23;891.92987;1.40459740228372E-22;1092.0493;2.75008611060445E-22;1292.1715;2.17734809112255E-22;6.083553500000000440e+02;6.431786857974446381e-01;7.487776000000000067e+02;2.329226088309848119e-01;8.487364000000000033e+02;4.315327767267889691e-01;1.001209799999999973e+03;9.854211770622781641e-01;1.201536800000000085e+03;8.905951965093719114e-01;467;0.84669
93.649712;-2.18025787611664E-22;693.29559;8.66380045117851E-23;893.41058;1.4611085748218E-22;1093.5284;2.82146357484565E-22;1293.649;2.22662198768724E-22;6.097662199999999757e+02;6.499778881309408174e-01;7.501324100000000499e+02;2.346080683756463225e-01;8.500904399999999441e+02;4.367149039385655462e-01;1.002562199999999962e+03;9.827394775280725581e-01;1.202886799999999994e+03;8.937172180526748999e-01;468;0.86438
95.194122;-2.99947008706568E-22;694.77789;8.55520640253612E-23;894.89136;1.44456841723765E-22;1095.0076;2.72787374508183E-22;1295.1265;2.15904181217671E-22;6.111770699999999579e+02;6.569892802796624132e-01;7.514872000000000298e+02;2.363117831716698147e-01;8.514444499999999607e+02;4.414452492231805691e-01;1.003914599999999950e+03;9.821033049264071835e-01;1.204236799999999903e+03;8.928369615558526817e-01;469;0.88116
96.738525;-3.50098346152195E-22;696.26019;8.74052850241799E-23;896.37207;1.50387123888703E-22;1096.4867;2.80159218259689E-22;1296.604;2.22196119445322E-22;6.125878900000000158e+02;6.623883548075006900e-01;7.528419699999999466e+02;2.380382425567527938e-01;8.527984500000000025e+02;4.463368650641834634e-01;1.005266899999999964e+03;9.798921879388106104e-01;1.205586800000000039e+03;8.947635658517752999e-01;470;0.89677
98.282928;-1.23155417310236E-22;697.74249;8.54729999571296E-23;897.85284;1.487859335502E-22;1097.9658;2.73576415637064E-22;1298.0814;2.15532070664355E-22;6.139986999999999853e+02;6.676967330356261554e-01;7.541967200000000275e+02;2.397755982647978290e-01;8.541524200000000064e+02;4.507136676512923934e-01;1.006619299999999953e+03;9.799278482347026920e-01;1.206936699999999973e+03;8.912040508778718007e-01;471;0.91155
99.827332;-1.89000260738519E-22;699.22479;8.73898813596354E-23;899.33356;1.55189601282724E-22;1099.4449;2.78868487708484E-22;1299.5588;2.19025705884944E-22;6.154094800000000305e+02;6.741211844688563826e-01;7.555514399999999569e+02;2.415216775938403004e-01;8.555063800000000356e+02;4.551321279045997259e-01;1.007971599999999967e+03;9.777179349427522759e-01;1.208286599999999908e+03;8.900769422959816657e-01;472;0.92474
101.37173;-2.40290984988055E-22;700.70709;8.58041014271799E-23;900.81427;1.55346543890781E-22;1100.924;2.71766750764623E-22;1301.0364;2.12407163275547E-22;6.168202400000000125e+02;6.804757457541864563e-01;7.569061500000000251e+02;2.432676795774448286e-01;8.568603100000000268e+02;4.588846545219931183e-01;1.009323899999999981e+03;9.769756014679729095e-01;1.209636500000000069e+03;8.831605630920716932e-01;473;0.93672
102.91614;-2.92012744649938E-22;702.18939;8.77215124418093E-23;902.29498;1.6678271551692E-22;1102.4031;2.79228655790376E-22;1302.5138;2.18542916830952E-22;6.182309699999999566e+02;6.861123606676005071e-01;7.582608300000000554e+02;2.463593620425504616e-01;8.582142300000000432e+02;4.627662829145526291e-01;1.010676199999999994e+03;9.740267268513194132e-01;1.210986400000000003e+03;8.829769178834818710e-01;474;0.94685
104.46054;-1.55437604546398E-22;703.67163;8.73159151745507E-23;903.77563;1.6989772203278E-22;1103.8822;2.70873474782302E-22;1303.9912;2.11723823155129E-22;6.196416799999999512e+02;6.917744762210751297e-01;7.596154800000000478e+02;2.494449931434117307e-01;8.595681200000000217e+02;4.662523076795174193e-01;1.012028400000000033e+03;9.736180073863929252e-01;1.212336199999999963e+03;8.803708360154312018e-01;475;0.95591
106.00494;-1.3601471884521E-22;705.15393;8.94114400681583E-23;905.25635;1.8532637908259E-22;1105.3612;2.7796573016527E-22;1305.4686;2.16954735269212E-22;6.210523799999999710e+02;6.990568917680988204e-01;7.609701199999999517e+02;2.525442816800227419e-01;8.609219900000000507e+02;4.699084489802353715e-01;1.013380599999999959e+03;9.718513069013472450e-01;1.213686099999999897e+03;8.853826868506164960e-01;476;0.96416
107.54934;-2.21576604595366E-22;706.63617;8.56266746755673E-23;906.737;1.89797851555148E-22;1106.8402;2.71739840747566E-22;1306.9459;2.12321787544436E-22;6.224630399999999781e+02;7.047806316476459276e-01;7.623247300000000450e+02;2.556691022839548966e-01;8.622758400000000165e+02;4.731383200927452015e-01;1.014732899999999972e+03;9.711890858077281141e-01;1.215035900000000083e+03;8.864347793115732177e-01;477;0.97124
109.09374;-2.56168334942798E-22;708.11841;8.69028999447991E-23;908.21765;2.052839774285E-22;1108.3193;2.77895192748419E-22;1308.4233;2.1721360294906E-22;6.238736900000000105e+02;7.099206628831356003e-01;7.636793300000000499e+02;2.588430457572932220e-01;8.636296700000000328e+02;4.768686836524590467e-01;1.016085000000000036e+03;9.680122251313272308e-01;1.216385700000000043e+03;8.911826039060868343e-01;478;0.97629
110.63814;-1.14274581772471E-22;709.60065;8.49145693411217E-23;909.6983;2.08100159651247E-22;1109.7983;2.70861722609244E-22;1309.9008;2.12217645646122E-22;6.252843100000000049e+02;7.165650720900073045e-01;7.650338900000000422e+02;2.620723323846670949e-01;8.649834799999999859e+02;4.803604119528878114e-01;1.017437199999999962e+03;9.672958975442486063e-01;1.217735400000000027e+03;8.870082706122048855e-01;479;0.98059
112.18253;-1.79111120907241E-22;711.08289;9.01700108349244E-23;911.17896;2.19183639922419E-22;1111.2773;2.78438502592585E-22;1311.3781;2.1751933775655E-22;6.266949100000000499e+02;7.227981521340556270e-01;7.663884399999999459e+02;2.653648691629743039e-01;8.663372699999999895e+02;4.841554055914732979e-01;1.018789400000000001e+03;9.654225267140174038e-01;1.219085199999999986e+03;8.882030772146871644e-01;480;0.98331
113.72693;-2.15720454314503E-22;712.56512;8.59007215378796E-23;912.65961;2.18199738257603E-22;1112.7563;2.71570740054513E-22;1312.8555;2.12319380698556E-22;6.281054900000000316e+02;7.280179762658733900e-01;7.677429700000000139e+02;2.687061277175735730e-01;8.676910400000000436e+02;4.875649307604335569e-01;1.020141499999999951e+03;9.659000750997485119e-01;1.220434899999999971e+03;8.822981608045576962e-01;481;0.9844
115.27132;-2.43376759234153E-22;714.0473;8.88420710697661E-23;914.14026;2.29844222405341E-22;1114.2354;2.78135605271303E-22;1314.3328;2.17374138734378E-22;6.295160399999999754e+02;7.338062094982554795e-01;7.690974700000000439e+02;2.720895647357988167e-01;8.690447900000000345e+02;4.914652972287461563e-01;1.021493600000000015e+03;9.649625583269965112e-01;1.221784599999999955e+03;8.810671019188867081e-01;482;0.98584
