CPT_Si_c600_wl;CPT_Si_c600;CPT_InGaAs_c800_wl;CPT_InGaAs_c800;CPT_InGaAs_c1000_wl;CPT_InGaAs_c1000;CPT_InGaAs_c1200_wl;CPT_InGaAs_c1200;CPT_InGaAs_c1400_wl;CPT_InGaAs_c1400;Uni_Si_c600_wl;Uni_Si_c600;Uni_InGaAsi_c700_wl;Uni_InGaAsi_c700;Uni_InGaAsi_c900_wl;Uni_InGaAsi_c900;Uni_InGaAsi_c1100_wl;Uni_InGaAsi_c1100;Uni_InGaAsi_c1300_wl;Uni_InGaAsi_c1300;Fluorimeter_wl;Fluorimeter
271.24377;2.12592685986796E-22;863.70172;1.14786889225009E-22;1063.6316;2.78802021399763E-22;1263.5597;2.15615499467486E-22;1463.4862;1.35066010251084E-22;7.718586500000000115e+02;9.908216101253655150e-01;9.057819600000000264e+02;6.736021888776493327e-01;1.005660499999999956e+03;9.841084296127530218e-01;1.157945699999999988e+03;9.372561724828130103e-01;1.357989800000000059e+03;7.052223507793546897e-01;583;0.46764
272.7879;-1.53613685339065E-22;865.18292;1.1822730711908E-22;1065.1111;2.83925233499869E-22;1265.0376;2.19672526555587E-22;1464.9624;1.37475727615512E-22;7.732667099999999891e+02;9.890046338925018166e-01;9.071340199999999641e+02;6.900389442403049856e-01;1.007011999999999944e+03;9.830238640858552923e-01;1.159295499999999947e+03;9.336918641096105809e-01;1.359337199999999939e+03;6.966314829850956958e-01;584;0.46368
274.33203;-4.29971405200867E-22;866.66406;1.1741961795241E-22;1066.5906;2.79744782523847E-22;1266.5155;2.16862958033863E-22;1466.4385;1.35404051601738E-22;7.746747299999999541e+02;9.861645572164550178e-01;9.084860700000000406e+02;7.068734099637729029e-01;1.008363399999999956e+03;9.810447083721085537e-01;1.160645400000000109e+03;9.340526407037971213e-01;1.360684500000000071e+03;6.782810583112806047e-01;585;0.45958
275.87613;-3.3479924091855E-22;868.14526;1.2047047695173E-22;1068.0702;2.83485306898447E-22;1267.9933;2.19394240999445E-22;1467.9147;1.38189210938239E-22;7.760827299999999696e+02;9.840821865562139337e-01;9.098380899999999656e+02;7.238910273190293232e-01;1.009714899999999943e+03;9.800405026769980488e-01;1.161995200000000068e+03;9.298647223944676021e-01;1.362031899999999951e+03;6.676331385397202833e-01;586;0.45573
277.42023;2.212127307325E-22;869.6264;1.21147639397284E-22;1069.5497;2.79674358717487E-22;1269.4711;2.15720282469688E-22;1469.3907;1.3676588293589E-22;7.774907100000000355e+02;9.816232329182741356e-01;9.111900799999999663e+02;7.408366450751580068e-01;1.011066199999999981e+03;9.783022111320940351e-01;1.163345000000000027e+03;9.304797954272145954e-01;1.363379200000000083e+03;6.509223531378514060e-01;587;0.45171
278.96432;-2.4624280193639E-22;871.10754;1.22928639199593E-22;1071.0292;2.84235922263531E-22;1270.949;2.19121092206211E-22;1470.8668;1.38600929148664E-22;7.788986599999999498e+02;9.785522719232520039e-01;9.125420500000000175e+02;7.574599984038778988e-01;1.012417599999999993e+03;9.774179868959842477e-01;1.164694700000000012e+03;9.277234901670843303e-01;1.364726499999999987e+03;6.465923205666586071e-01;588;0.44803
280.50842;-3.31019223801778E-22;872.58868;1.22191138138401E-22;1072.5087;2.7934824978085E-22;1272.4268;2.14107103897416E-22;1472.3429;1.36535803149461E-22;7.803065800000000536e+02;9.762934325467409469e-01;9.138939900000000307e+02;7.734678846380046435e-01;1.013769000000000005e+03;9.756475256496301984e-01;1.166044499999999971e+03;9.288335178611996090e-01;1.366073699999999917e+03;6.406670324520994386e-01;589;0.44449
282.05252;-2.55685076101602E-22;874.06982;1.27215794837462E-22;1073.9882;2.83190670512506E-22;1273.9045;2.17683706020841E-22;1473.819;1.3941058594995E-22;7.817144700000000057e+02;9.740439284960229482e-01;9.152459099999999808e+02;7.885852556658984325e-01;1.015120300000000043e+03;9.746585877275258936e-01;1.167394199999999955e+03;9.260091085410806500e-01;1.367420900000000074e+03;6.480679726153882880e-01;590;0.44089
283.59662;1.45448700041982E-22;875.5509;1.23938587987044E-22;1075.4677;2.76922072311243E-22;1275.3823;2.13591021705822E-22;1475.295;1.35331503082747E-22;7.831223400000000083e+02;9.707587469307403794e-01;9.165978000000000065e+02;8.025235541540455264e-01;1.016471599999999967e+03;9.727536518032018353e-01;1.168743899999999940e+03;9.267776627174068027e-01;1.368768199999999979e+03;6.507541633060007769e-01;591;0.4371
285.14072;-2.68666066146493E-22;877.03204;1.28877309329945E-22;1076.947;2.81739435884682E-22;1276.8601;2.17025702593323E-22;1476.7711;1.37921031578564E-22;7.845301799999999730e+02;9.677430158667150728e-01;9.179496599999999944e+02;8.150665073944554084e-01;1.017822800000000029e+03;9.715498100596251518e-01;1.170093599999999924e+03;9.236002464513494159e-01;1.370115299999999934e+03;6.627797187832357162e-01;592;0.43347
286.68478;-4.71725271096642E-22;878.51312;1.29118510927511E-22;1078.4265;2.79709277180122E-22;1278.3378;2.15762919594842E-22;1478.2471;1.36879424512081E-22;7.859379999999999882e+02;9.654644785224175685e-01;9.193015000000000327e+02;8.260460580048707424e-01;1.019174099999999953e+03;9.694310846774386592e-01;1.171443199999999933e+03;9.245925018252658667e-01;1.371462500000000091e+03;6.653008274743117401e-01;593;0.42964
288.22885;-6.73795655510749E-22;879.9942;1.32216449615493E-22;1079.9059;2.83658417810961E-22;1279.8156;2.19210270987155E-22;1479.7231;1.37235864185214E-22;7.873457899999999654e+02;9.625914130506417754e-01;9.206533200000000079e+02;8.354131575593921610e-01;1.020525300000000016e+03;9.683168533426372848e-01;1.172792799999999943e+03;9.209922563650660976e-01;1.372809600000000046e+03;6.770583586807750187e-01;594;0.42584
289.77292;3.64761066917725E-23;881.47528;1.31839045338072E-22;1081.3854;2.7984394385743E-22;1281.2933;2.16626724020809E-22;1481.1991;1.3555150628364E-22;7.887535500000000184e+02;9.599859746935699434e-01;9.220050999999999704e+02;8.431906928911124810e-01;1.021876499999999965e+03;9.665873813238300416e-01;1.174142399999999952e+03;9.216052608266430690e-01;1.374156700000000001e+03;6.793605066846158946e-01;595;0.42232
291.31699;-9.24124279455186E-23;882.95636;1.35911883370276E-22;1082.8647;2.8596729708494E-22;1282.771;2.20126133664407E-22;1482.675;1.38404828144884E-22;7.901612800000000334e+02;9.571746313204096968e-01;9.233568699999999581e+02;8.495216763185267084e-01;1.023227700000000027e+03;9.657492915018976998e-01;1.175491999999999962e+03;9.186065413597602758e-01;1.375503799999999956e+03;6.875105630426319170e-01;596;0.41884
292.86105;-7.33011712561394E-22;884.43738;1.36236182362251E-22;1084.3441;2.82322236932783E-22;1284.2487;2.17576165750388E-22;1484.1511;1.34447127023329E-22;7.915689899999999852e+02;9.549760939708280549e-01;9.247086000000000467e+02;8.545860178699692389e-01;1.024578800000000001e+03;9.641998476265806195e-01;1.176841499999999996e+03;9.192520666419627950e-01;1.376850899999999911e+03;6.816883567782796582e-01;597;0.41517
294.40512;-6.14400964299968E-22;885.9184;1.39737815159042E-22;1085.8235;2.86506254256084E-22;1285.7264;2.20098369164651E-22;1485.6271;1.3726138923498E-22;7.929766799999999876e+02;9.512434053262460720e-01;9.260603099999999586e+02;8.586234826817712440e-01;1.025930000000000064e+03;9.636587259915255776e-01;1.178191100000000006e+03;9.161608352841004166e-01;1.378197899999999890e+03;6.799721165459566841e-01;598;0.41167
295.94916;-1.44994845111237E-22;887.39941;1.38641271729653E-22;1087.3029;2.83083140467123E-22;1287.2041;2.16279770077929E-22;1487.103;1.35780843055101E-22;7.943843299999999772e+02;9.479039768196162452e-01;9.274120000000000346e+02;8.618509624902602750e-01;1.027281099999999924e+03;9.624135026210858257e-01;1.179540600000000040e+03;9.171227344761239131e-01;1.379544900000000098e+03;6.622761090618207724e-01;599;0.40828
297.49323;-5.95398197192815E-22;888.88043;1.41879735937992E-22;1088.7822;2.87067185381742E-22;1288.6818;2.17997162705794E-22;1488.5789;1.36895149001936E-22;7.957919600000000173e+02;9.450235669867672605e-01;9.287636599999999589e+02;8.644933688088145551e-01;1.028632100000000037e+03;9.620418277059014089e-01;1.180890100000000075e+03;9.141941816279579580e-01;1.380891900000000078e+03;6.500458145980718694e-01;600;0.4047
299.03726;-9.3628009975199E-22;890.36145;1.41554661709982E-22;1090.2616;2.82417073789614E-22;1290.1594;2.14007443576601E-22;1490.0548;1.34010236571325E-22;7.971995600000000195e+02;9.415814597507609074e-01;9.301152899999999590e+02;8.667097779570498428e-01;1.029983199999999897e+03;9.607033074628913427e-01;1.182239499999999907e+03;9.153794660350459411e-01;1.382238900000000058e+03;6.298165010944498654e-01;601;0.40114
300.5813;-8.80874803183373E-22;891.84241;1.46339752356328E-22;1091.741;2.84887300870209E-22;1291.6371;2.15863524200845E-22;1491.5308;1.36304084013423E-22;7.986071399999999585e+02;9.375943020587129695e-01;9.314669000000000096e+02;8.686512488159630063e-01;1.031334200000000010e+03;9.601524430423147294e-01;1.183588899999999967e+03;9.122663920593719888e-01;1.383585800000000063e+03;6.229023201284138445e-01;602;0.39766
302.12534;-4.24033158606232E-22;893.32343;1.46521062365475E-22;1093.2202;2.82108822078476E-22;1293.1146;2.12876103499652E-22;1493.0066;1.34078187693871E-22;8.000146899999999732e+02;9.352587969909931243e-01;9.328184800000000223e+02;8.704091342958730770e-01;1.032685199999999895e+03;9.586583903004947116e-01;1.184938300000000027e+03;9.132381471233511627e-01;1.384932700000000068e+03;6.165042218430669685e-01;603;0.3942
303.66937;-2.04648466110258E-22;894.80438;1.50597168964488E-22;1094.6996;2.86019574620827E-22;1294.5923;2.15309915828154E-22;1494.4825;1.36523907859868E-22;8.014222099999999500e+02;9.319660055756047168e-01;9.341700399999999718e+02;8.720783490023170659e-01;1.034036200000000008e+03;9.580361909361713169e-01;1.186287700000000086e+03;9.105379796872967724e-01;1.386279600000000073e+03;6.252952275410844640e-01;604;0.39088
305.21338;-1.72689296911286E-21;896.28534;1.51931949153429E-22;1096.1788;2.8243407532146E-22;1296.0698;2.12633969637842E-22;1495.9584;1.34395912393887E-22;8.028297000000000025e+02;9.275280254311327743e-01;9.355215699999999970e+02;8.737092628265147320e-01;1.035387199999999893e+03;9.567110399715221813e-01;1.187637099999999919e+03;9.113737926933513922e-01;1.387626500000000078e+03;6.278110941477175189e-01;605;0.38774
306.75742;-1.43900866559673E-21;897.76624;1.56034091391228E-22;1097.6581;2.86091175361174E-22;1297.5475;2.15120082894661E-22;1497.4342;1.3561242105916E-22;8.042371699999999919e+02;9.234849200557476712e-01;9.368730699999999842e+02;8.753751546383036208e-01;1.036738100000000031e+03;9.564137546710969051e-01;1.188986400000000003e+03;9.080065159018808618e-01;1.388973300000000108e+03;6.414145909874751084e-01;606;0.38423
308.30142;-6.28561708945482E-22;899.24719;1.59012047262762E-22;1099.1375;2.82044158496623E-22;1299.025;2.12219040041722E-22;1498.91;1.34324776523754E-22;8.056446099999999433e+02;9.197843753067371786e-01;9.382245500000000220e+02;8.771125879002948933e-01;1.038088999999999942e+03;9.554354501854958048e-01;1.190335700000000088e+03;9.085668944088352017e-01;1.390320099999999911e+03;6.435882787900017998e-01;607;0.38085
309.84543;-7.05291297738784E-22;900.72809;1.66992991680646E-22;1100.6167;2.84463940886205E-22;1300.5026;2.14089380884963E-22;1500.3859;1.37086783357122E-22;8.070520299999999452e+02;9.152901040333457638e-01;9.395760000000000218e+02;8.789782692161347555e-01;1.039439900000000080e+03;9.554717907490339890e-01;1.191684999999999945e+03;9.050974182218277653e-01;1.391666899999999941e+03;6.477214235002376475e-01;608;0.37724
311.38943;-1.96602793688538E-21;902.20898;1.73103393097391E-22;1102.0959;2.82400460053075E-22;1301.9801;2.1085356568438E-22;1501.8617;1.34807546331699E-22;8.084594100000000481e+02;9.106016959978042724e-01;9.409274299999999585e+02;8.809898953020888213e-01;1.040790700000000015e+03;9.546359975756156802e-01;1.193034300000000030e+03;9.058629526344033067e-01;1.393013599999999997e+03;6.407657147204693926e-01;609;0.37319
312.93344;-2.34482681618962E-21;903.68988;1.84416004419637E-22;1103.5751;2.86670257038109E-22;1303.4576;2.13607661860593E-22;1503.3375;1.35989575215392E-22;8.098667699999999741e+02;9.065077507254413192e-01;9.422788299999999708e+02;8.831827898480177907e-01;1.042141599999999926e+03;9.547675250105798206e-01;1.194383499999999913e+03;9.025319529859581191e-01;1.394360400000000027e+03;6.416072133038157599e-01;610;0.36915
314.47745;-9.89869727410519E-22;905.17078;1.92033119886643E-22;1105.0543;2.82626548723652E-22;1304.9352;2.10315421371042E-22;1504.8132;1.33471428742815E-22;8.112741099999999506e+02;9.020026391052655690e-01;9.436301999999999452e+02;8.855444833236274516e-01;1.043492400000000089e+03;9.541538431662381914e-01;1.195732700000000023e+03;9.036997769016852367e-01;1.395707100000000082e+03;6.321165974938240950e-01;611;0.36526
316.02142;-2.47243790337293E-21;906.65161;2.06044772931581E-22;1106.5336;2.87727533560106E-22;1306.4127;2.11939923216662E-22;1506.2891;1.34772953345892E-22;8.126814100000000280e+02;8.962139033183227355e-01;9.449815499999999702e+02;8.880787070419358109e-01;1.044843100000000049e+03;9.543715316541818705e-01;1.197081899999999905e+03;9.012791901736727507e-01;1.397053799999999910e+03;6.359545040944223349e-01;612;0.36138
317.56543;-2.2563010318715E-21;908.13251;2.08550918873341E-22;1108.0127;2.81084642269242E-22;1307.8901;2.07344138333447E-22;1507.7648;1.32137736254581E-22;8.140886900000000423e+02;8.901419164419135388e-01;9.463328699999999571e+02;8.907531980709056940e-01;1.046193899999999985e+03;9.535068330350031651e-01;1.198431100000000015e+03;9.020898608193198553e-01;1.398400399999999991e+03;6.318934384458627651e-01;613;0.35794
319.10941;-4.69112872618026E-21;909.61334;2.20017664585074E-22;1109.4919;2.87589889833792E-22;1309.3677;2.11259172984858E-22;1509.2405;1.34822209046837E-22;8.154959400000000187e+02;8.850017701945986914e-01;9.476841699999999946e+02;8.935629754842893124e-01;1.047544599999999946e+03;9.534050198835509748e-01;1.199780199999999923e+03;8.991719734828141908e-01;1.399747100000000046e+03;6.331114202795106172e-01;614;0.35485
320.65338;-1.70644890310498E-21;911.09418;2.22818573503478E-22;1110.9711;2.84078973424039E-22;1310.8451;2.09697719260893E-22;1510.7163;1.32017076550877E-22;8.169031599999999571e+02;8.797798851063900472e-01;9.490354300000000194e+02;8.964757077249325690e-01;1.048895299999999907e+03;9.525248325003290439e-01;1.201129300000000057e+03;9.004015785703954888e-01;1.401093699999999899e+03;6.270963480516125177e-01;615;0.35179
322.19733;-5.49181509753666E-21;912.57495;2.27916521831274E-22;1112.4502;2.85447081662038E-22;1312.3226;2.11502068782606E-22;1512.192;1.33029836557844E-22;8.183103599999999460e+02;8.743426189799257120e-01;9.503866799999999557e+02;8.995005975863783476e-01;1.050246000000000095e+03;9.528107541309416284e-01;1.202478399999999965e+03;8.976518072460881736e-01;1.402440299999999979e+03;6.333683704797715697e-01;616;0.3485
323.7413;-4.65255899816439E-21;914.05579;2.30590319720388E-22;1113.9294;2.82206328103985E-22;1313.8;2.09065613834363E-22;1513.6677;1.32324320691306E-22;8.197175300000000107e+02;8.689531610009892937e-01;9.517378899999999931e+02;9.026283808879475012e-01;1.051596700000000055e+03;9.523991723435497603e-01;1.203827500000000100e+03;8.985477944190791710e-01;1.403786800000000085e+03;6.247206806121043954e-01;617;0.34499
325.28528;-8.75786601141722E-21;915.53656;2.34798360677182E-22;1115.4086;2.83937951474828E-22;1315.2775;2.11796048905802E-22;1515.1433;1.33637178597171E-22;8.211246700000000374e+02;8.646701444284733418e-01;9.530890799999999672e+02;9.058863370848680985e-01;1.052947300000000041e+03;9.531727010267483369e-01;1.205176500000000033e+03;8.951855388736900121e-01;1.405133399999999938e+03;6.232731075606213755e-01;618;0.34134
326.82922;-7.43795371044976E-21;917.01733;2.34427869562415E-22;1116.8877;2.79574721634223E-22;1316.7549;2.09057427373517E-22;1516.619;1.32375474343716E-22;8.225317900000000009e+02;8.593469788308576440e-01;9.544402499999999918e+02;9.092725429229765455e-01;1.054297900000000027e+03;9.531635071607407195e-01;1.206525499999999965e+03;8.956603486970075023e-01;1.406479900000000043e+03;6.184900086134670349e-01;619;0.33772
328.37317;-1.04660066405314E-20;918.49811;2.41481346146719E-22;1118.3667;2.82658190603461E-22;1318.2323;2.11013017432155E-22;1518.0947;1.3571550078643E-22;8.239388699999999517e+02;8.531887854270756577e-01;9.557913800000000037e+02;9.128104913516711383e-01;1.055648500000000013e+03;9.539996609843414133e-01;1.207874499999999898e+03;8.930615443296203715e-01;1.407826399999999921e+03;6.241317806782752386e-01;620;0.334
329.91711;-1.79719445017737E-20;919.97888;2.40447443916998E-22;1119.8458;2.77416473826583E-22;1319.7096;2.07769751461369E-22;1519.5703;1.34819049211829E-22;8.253459299999999530e+02;8.472012629118743643e-01;9.571424899999999525e+02;9.164816325053951607e-01;1.056999099999999999e+03;9.538681295092256152e-01;1.209223500000000058e+03;8.944457086024558690e-01;1.409172800000000052e+03;6.196894107318249301e-01;621;0.33044
331.46106;-3.1228849397473E-20;921.45966;2.451614384682E-22;1121.325;2.78798411219616E-22;1321.187;2.09602444343772E-22;1521.046;1.37838842202351E-22;8.267529700000000048e+02;8.427066525316191381e-01;9.584935799999999517e+02;9.202858138165959101e-01;1.058349600000000009e+03;9.547926204859997767e-01;1.210572400000000016e+03;8.919107201484118841e-01;1.410519199999999955e+03;6.285270180155961839e-01;622;0.32708
333.00497;-4.99123948755468E-20;922.94037;2.43166592321268E-22;1122.804;2.75014968454317E-22;1322.6644;2.06677644124375E-22;1522.5216;1.35019830702352E-22;8.281599700000000439e+02;8.369559825481818205e-01;9.598446300000000520e+02;9.241815052846813483e-01;1.059700100000000020e+03;9.548926247192447425e-01;1.211921299999999974e+03;8.940980446825931294e-01;1.411865600000000086e+03;6.312319496245841766e-01;623;0.32368
334.54892;-7.02771709928211E-19;924.42108;2.46499804930861E-22;1124.2831;2.75438215649445E-22;1324.1417;2.05953757866628E-22;1523.9972;1.3583436776412E-22;8.295669500000000198e+02;8.311580314994604368e-01;9.611956699999999501e+02;9.281537170796401170e-01;1.061050600000000031e+03;9.559357381472572968e-01;1.213270199999999932e+03;8.916726819205023080e-01;1.413211999999999989e+03;6.407323485003189045e-01;624;0.32046
336.09283;8.44534878706761E-20;925.90179;2.46812856133054E-22;1125.7621;2.71717547973544E-22;1325.619;2.04157684657871E-22;1525.4728;1.34003493622066E-22;8.309738999999999578e+02;8.261404622177483947e-01;9.625466699999999491e+02;9.321594443264930030e-01;1.062401100000000042e+03;9.558581967699566473e-01;1.214619099999999889e+03;8.929186189265754248e-01;1.414558399999999892e+03;6.400824935656362902e-01;625;0.31728
337.63675;4.80064159568542E-20;927.38251;2.51111012133879E-22;1127.2411;2.7738006025288E-22;1327.0964;2.05899285833963E-22;1526.9484;1.3523082808389E-22;8.323808199999999715e+02;8.221353124556620706e-01;9.638976499999999987e+02;9.361966345010911406e-01;1.063751500000000078e+03;9.566869960426399588e-01;1.215967900000000100e+03;8.897614358182419636e-01;1.415904700000000048e+03;6.462692377054592985e-01;626;0.31404
339.18066;2.78252044466879E-20;928.86316;2.48756471399092E-22;1128.7201;2.72918995424054E-22;1328.5737;2.02148839786604E-22;1528.424;1.32070106325864E-22;8.337877200000000357e+02;8.164605215081096601e-01;9.652486000000000104e+02;9.402393883223836291e-01;1.065101899999999887e+03;9.567206860910321131e-01;1.217316700000000083e+03;8.903363316692520790e-01;1.417250999999999976e+03;6.403020905088694370e-01;627;0.3107
340.72458;2.36784035952896E-20;930.34387;2.52869310484233E-22;1130.1991;2.76273096869392E-22;1330.051;2.04387177774751E-22;1529.8994;1.34077896130181E-22;8.351945799999999736e+02;8.106250298389455766e-01;9.665995199999999841e+02;9.443007776700654832e-01;1.066452299999999923e+03;9.579377790896590472e-01;1.218665500000000065e+03;8.879121714803452914e-01;1.418597299999999905e+03;6.424323779250988853e-01;628;0.30747
342.26849;2.40289298037118E-20;931.82452;2.52242663801942E-22;1131.6781;2.72775129282984E-22;1331.5282;2.0120439184839E-22;1531.375;1.31060561205523E-22;8.366014199999999619e+02;8.058029237527237765e-01;9.679504200000000083e+02;9.483656473011058408e-01;1.067802599999999984e+03;9.584312545584555698e-01;1.220014300000000048e+03;8.886994766830409453e-01;1.419943600000000060e+03;6.369592001444916995e-01;629;0.30414
343.81238;2.08320878246734E-20;933.30518;2.55092625592977E-22;1133.1571;2.76311247159287E-22;1333.0055;2.03804872755179E-22;1532.8505;1.32736528428613E-22;8.380082300000000259e+02;8.012137156903045287e-01;9.693012899999999945e+02;9.524455583708583140e-01;1.069153000000000020e+03;9.600051421613057245e-01;1.221363000000000056e+03;8.856864100637605874e-01;1.421289800000000014e+03;6.420406442993238372e-01;630;0.30095
345.35626;1.74467552842492E-20;934.78577;2.5416330589393E-22;1134.636;2.71562526724114E-22;1334.4828;1.99835182636598E-22;1534.326;1.30482829074432E-22;8.394150200000000268e+02;7.950073836199426092e-01;9.706521400000000313e+02;9.565067036067088635e-01;1.070503300000000081e+03;9.605357245325681914e-01;1.222711800000000039e+03;8.872202780814095746e-01;1.422635999999999967e+03;6.390833095175620926e-01;631;0.29783
346.90015;1.78244295958216E-20;936.26642;2.58383762527068E-22;1136.115;2.74647552787071E-22;1335.96;2.0126994854089E-22;1535.8015;1.32140818314304E-22;8.408217700000000150e+02;7.894002684162378936e-01;9.720029500000000553e+02;9.605364409458566621e-01;1.071853599999999915e+03;9.618216026800334717e-01;1.224060500000000047e+03;8.847001790112984931e-01;1.423982199999999921e+03;6.459420181206437794e-01;632;0.29482
348.44403;1.84238142349797E-20;937.74701;2.57276688931393E-22;1137.5939;2.71100456850996E-22;1337.4373;1.9775191895568E-22;1537.277;1.30191749652328E-22;8.422285000000000537e+02;7.849058229123830888e-01;9.733537400000000162e+02;9.644794833810550472e-01;1.073203800000000001e+03;9.620430105879556049e-01;1.225409100000000080e+03;8.860174968313379029e-01;1.425328299999999899e+03;6.461954136909304758e-01;633;0.29163
349.98792;1.80849731375882E-20;939.2276;2.60966754958523E-22;1139.0729;2.7240703639392E-22;1338.9144;1.98990634268127E-22;1538.7524;1.30148152783959E-22;8.436352000000000544e+02;7.804371269116299192e-01;9.747045100000000275e+02;9.683058565447167920e-01;1.074554000000000087e+03;9.633079684667362752e-01;1.226757800000000088e+03;8.827836795090238109e-01;1.426674400000000105e+03;6.532041014197167428e-01;634;0.28838
351.53177;1.59414496229898E-20;940.70819;2.58992387503095E-22;1140.5518;2.69909987171775E-22;1340.3916;1.95181943485686E-22;1540.2279;1.29635328487443E-22;8.450418700000000172e+02;7.740109290579956225e-01;9.760552500000000009e+02;9.719542279687961583e-01;1.075904199999999946e+03;9.637745212223951530e-01;1.228106399999999894e+03;8.835439685927359843e-01;1.428020500000000084e+03;6.482827551046639325e-01;635;0.2849
353.07562;1.7602040390148E-20;942.18878;2.64009709933844E-22;1142.0306;2.7257703599881E-22;1341.8688;1.98446909064731E-22;1541.7032;1.30776168493439E-22;8.464485200000000304e+02;7.673680186121560887e-01;9.774059600000000501e+02;9.754062126624841733e-01;1.077254400000000032e+03;9.650752527074594189e-01;1.229454999999999927e+03;8.810294483911844665e-01;1.429366600000000062e+03;6.519329641860969193e-01;636;0.28137
354.61948;1.84705911465074E-20;943.66931;2.62331244148656E-22;1143.5095;2.67533796452295E-22;1343.3459;1.93821053601195E-22;1543.1787;1.29252076778298E-22;8.478551300000000310e+02;7.626836791925267756e-01;9.787566399999999476e+02;9.786219788070427139e-01;1.078604599999999891e+03;9.653357338414476629e-01;1.230803499999999985e+03;8.827038598999660257e-01;1.430712700000000041e+03;6.446772955064223876e-01;637;0.27803
356.16333;1.86798434480753E-20;945.14984;2.66580166723333E-22;1144.9884;2.69807301617506E-22;1344.8231;1.94517786457733E-22;1544.6541;1.30368022927785E-22;8.492617199999999684e+02;7.574764714044477376e-01;9.801073000000000093e+02;9.816078438227469061e-01;1.079954700000000003e+03;9.664720500124485136e-01;1.232152100000000019e+03;8.801115031096142793e-01;1.432058700000000044e+03;6.427223229015168737e-01;638;0.27484
357.70718;1.80496526349366E-20;946.63037;2.65305349380439E-22;1146.4673;2.65916850968445E-22;1346.3003;1.90197783976986E-22;1546.1295;1.28582000952909E-22;8.506682799999999816e+02;7.501878803990981170e-01;9.814579300000000330e+02;9.843481880363770253e-01;1.081304799999999886e+03;9.666923266401969972e-01;1.233500600000000077e+03;8.818017412106764485e-01;1.433404700000000048e+03;6.327619671263726708e-01;639;0.27169
359.25104;1.83091047188745E-20;948.1109;2.69296804308569E-22;1147.946;2.67168548101789E-22;1347.7775;1.89889448498831E-22;1547.6049;1.29653747318588E-22;8.520748099999999567e+02;7.435014268264331649e-01;9.828085300000000188e+02;9.868649189789422405e-01;1.082654899999999998e+03;9.681105091319336386e-01;1.234849099999999908e+03;8.788456012062929590e-01;1.434750600000000077e+03;6.347263703188642525e-01;640;0.2686
360.79486;2.10450384584538E-20;949.59143;2.68259713262454E-22;1149.4249;2.63556667491479E-22;1349.2545;1.85534433489805E-22;1549.0802;1.27255844169045E-22;8.534813199999999824e+02;7.391969679707217633e-01;9.841590999999999667e+02;9.891428761285889770e-01;1.084004899999999907e+03;9.688625148333942505e-01;1.236197599999999966e+03;8.799694026904126831e-01;1.436096600000000080e+03;6.278273463285406475e-01;641;0.26548
362.33868;2.19096267045746E-20;951.0719;2.71781368947152E-22;1150.9037;2.6652494141802E-22;1350.7316;1.83506791488301E-22;1550.5555;1.29086105239124E-22;8.548877999999999702e+02;7.334524129570192397e-01;9.855096499999999651e+02;9.911966486108734209e-01;1.085355000000000018e+03;9.705780300507039771e-01;1.237546000000000049e+03;8.770224642856253583e-01;1.437442500000000109e+03;6.316808621083219721e-01;642;0.2624
363.88251;2.18615749737591E-20;952.55243;2.69515302886624E-22;1152.3826;2.62506696282989E-22;1352.2087;1.78487927071534E-22;1552.0309;1.25341776316614E-22;8.562942399999999452e+02;7.262886064805921249e-01;9.868601700000000392e+02;9.930004784672040730e-01;1.086704999999999927e+03;9.711335525607194263e-01;1.238894399999999905e+03;8.781017041472111151e-01;1.438788399999999911e+03;6.289024074394909958e-01;643;0.25928
365.42633;2.27087289698992E-20;954.0329;2.7470698585751E-22;1153.8613;2.64019872496881E-22;1353.6858;1.76871976523949E-22;1553.5062;1.28160972810855E-22;8.577006599999999708e+02;7.200648262141799982e-01;9.882106700000000501e+02;9.945551405662382827e-01;1.088055000000000064e+03;9.723375005531582627e-01;1.240242799999999988e+03;8.765028064091804350e-01;1.440134299999999939e+03;6.363359981775130736e-01;644;0.25607
366.97012;2.55938477015165E-20;955.51331;2.7110563096823E-22;1155.3401;2.60309719741055E-22;1355.1628;1.69979129736269E-22;1554.9814;1.24797484277063E-22;8.591070499999999583e+02;7.140623380982733526e-01;9.895611300000000483e+02;9.958282661020002591e-01;1.089404899999999998e+03;9.723048876775035598e-01;1.241591200000000072e+03;8.790665700833713014e-01;1.441480099999999993e+03;6.322150063911186058e-01;645;0.25298
368.51395;2.6236521163239E-20;956.99377;2.75480878723973E-22;1156.8188;2.61954178661399E-22;1356.6399;1.682787134735E-22;1556.4568;1.26932197210011E-22;8.605134199999999964e+02;7.094029832937940316e-01;9.909115699999999833e+02;9.968309890247857297e-01;1.090754799999999932e+03;9.732709758704636283e-01;1.242939499999999953e+03;8.771756055491676252e-01;1.442825900000000047e+03;6.369670589250059356e-01;646;0.2499
370.05774;2.72567384841619E-20;958.47418;2.76184686321613E-22;1158.2976;2.58970187319114E-22;1358.1169;1.63805160453379E-22;1557.932;1.24932465643384E-22;8.619197500000000218e+02;7.031341053671071872e-01;9.922619899999999689e+02;9.975498305629550977e-01;1.092104700000000093e+03;9.734779352890370330e-01;1.244287800000000061e+03;8.795612192365058757e-01;1.444171700000000101e+03;6.304687568013815913e-01;647;0.24727
